all_docs,limited_docs,positives_mean,positives_stdev,recall_mean,recall_stdev
1,1,0.00000,0.00000,0.00000,0.00000
3,3,0.10000,0.31623,0.00159,0.00502
6,6,0.20000,0.42164,0.00320,0.00675
10,10,0.30000,0.48305,0.00447,0.00725
15,15,0.40000,0.51640,0.00596,0.00775
21,21,0.40000,0.51640,0.00596,0.00775
28,28,0.70000,0.48305,0.01068,0.00747
36,36,0.80000,0.63246,0.01227,0.00997
45,45,1.20000,0.42164,0.01867,0.00701
55,55,1.70000,0.48305,0.02624,0.00753
66,66,1.90000,0.87560,0.02877,0.01075
79,79,3.00000,2.16025,0.04509,0.02878
94,94,3.80000,2.93636,0.05687,0.03848
111,111,5.50000,4.52769,0.08225,0.06079
130,130,7.70000,6.25478,0.11521,0.08416
151,151,11.90000,7.96450,0.18042,0.11065
175,175,16.80000,8.02496,0.25658,0.11255
202,202,22.80000,8.32399,0.34927,0.11328
232,232,29.40000,7.35149,0.45142,0.09571
265,262,34.60000,7.47143,0.53266,0.10007
302,292,39.70000,7.43938,0.61205,0.10221
343,322,43.80000,6.86052,0.67437,0.08351
389,352,47.40000,7.93305,0.72759,0.07826
440,382,50.10000,7.43042,0.76964,0.07048
497,412,52.00000,7.54247,0.79816,0.05888
560,442,54.20000,7.80028,0.83161,0.05772
630,472,56.00000,6.81502,0.86042,0.04291
707,502,57.80000,6.35610,0.88873,0.03730
792,532,58.90000,6.53962,0.90540,0.03440
886,562,59.90000,6.17252,0.92117,0.02801
990,592,60.60000,5.87272,0.93252,0.03284
1105,622,61.70000,6.07454,0.94928,0.03224
1232,652,62.10000,5.80134,0.95571,0.02849
1372,682,62.70000,6.01941,0.96459,0.01960
1526,712,63.30000,6.05622,0.97377,0.01472
1696,742,63.60000,6.02218,0.97840,0.01093
1883,772,63.70000,6.00093,0.97997,0.01050
2089,802,63.90000,5.89633,0.98319,0.01117
2316,832,64.10000,5.76291,0.98648,0.01324
2566,862,64.20000,5.69210,0.98809,0.01158
2841,892,64.20000,5.69210,0.98809,0.01158
3144,922,64.50000,5.66176,0.99275,0.01042
3478,952,64.60000,5.62139,0.99434,0.01016
3846,982,64.80000,5.67255,0.99733,0.00565
4251,1012,64.80000,5.67255,0.99733,0.00565
4697,1042,64.90000,5.78216,0.99873,0.00400
5188,1072,64.90000,5.78216,0.99873,0.00400
5729,1102,64.90000,5.78216,0.99873,0.00400
6325,1132,64.90000,5.78216,0.99873,0.00400
6981,1162,64.90000,5.78216,0.99873,0.00400
7703,1192,64.90000,5.78216,0.99873,0.00400
8498,1222,64.90000,5.78216,0.99873,0.00400
9373,1252,64.90000,5.78216,0.99873,0.00400
10336,1282,65.00000,6.03692,1.00000,0.00000
11396,1312,65.00000,6.03692,1.00000,0.00000
12562,1342,65.00000,6.03692,1.00000,0.00000
13845,1372,65.00000,6.03692,1.00000,0.00000
15257,1402,65.00000,6.03692,1.00000,0.00000
16811,1432,65.00000,6.03692,1.00000,0.00000
18521,1462,65.00000,6.03692,1.00000,0.00000
20402,1492,65.00000,6.03692,1.00000,0.00000
22472,1522,65.00000,6.03692,1.00000,0.00000
24749,1552,65.00000,6.03692,1.00000,0.00000
27254,1582,65.00000,6.03692,1.00000,0.00000
30010,1612,65.00000,6.03692,1.00000,0.00000
33042,1642,65.00000,6.03692,1.00000,0.00000
36378,1672,65.00000,6.03692,1.00000,0.00000
40048,1702,65.00000,6.03692,1.00000,0.00000
44085,1732,65.00000,6.03692,1.00000,0.00000
48526,1762,65.00000,6.03692,1.00000,0.00000
53412,1792,65.00000,6.03692,1.00000,0.00000
58787,1822,65.00000,6.03692,1.00000,0.00000
64700,1852,65.00000,6.03692,1.00000,0.00000
71205,1882,65.00000,6.03692,1.00000,0.00000
78361,1912,65.00000,6.03692,1.00000,0.00000
86233,1942,65.00000,6.03692,1.00000,0.00000
94893,1972,65.00000,6.03692,1.00000,0.00000
104419,2002,65.00000,6.03692,1.00000,0.00000
114898,2032,65.00000,6.03692,1.00000,0.00000
126425,2062,65.00000,6.03692,1.00000,0.00000
