positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
1,6,6,0.01613
1,10,10,0.01613
1,15,15,0.01613
1,21,21,0.01613
1,28,28,0.01613
1,36,36,0.01613
1,45,45,0.01613
1,55,55,0.01613
1,66,66,0.01613
2,79,79,0.03226
2,94,94,0.03226
6,111,111,0.09677
7,130,130,0.11290
16,151,151,0.25806
22,175,175,0.35484
28,202,202,0.45161
32,232,232,0.51613
35,265,262,0.56452
42,302,292,0.67742
43,343,322,0.69355
46,389,352,0.74194
49,440,382,0.79032
50,497,412,0.80645
51,560,442,0.82258
54,630,472,0.87097
57,707,502,0.91935
58,792,532,0.93548
58,886,562,0.93548
59,990,592,0.95161
59,1105,622,0.95161
61,1232,652,0.98387
61,1372,682,0.98387
62,1526,712,1.00000
62,1696,742,1.00000
62,1883,772,1.00000
62,2089,802,1.00000
62,2316,832,1.00000
62,2566,862,1.00000
62,2841,892,1.00000
62,3144,922,1.00000
62,3478,952,1.00000
62,3846,982,1.00000
62,4251,1012,1.00000
62,4697,1042,1.00000
62,5188,1072,1.00000
62,5729,1102,1.00000
62,6325,1132,1.00000
62,6981,1162,1.00000
62,7703,1192,1.00000
62,8498,1222,1.00000
62,9373,1252,1.00000
62,10336,1282,1.00000
62,11396,1312,1.00000
62,12562,1342,1.00000
62,13845,1372,1.00000
62,15257,1402,1.00000
62,16811,1432,1.00000
62,18521,1462,1.00000
62,20402,1492,1.00000
62,22472,1522,1.00000
62,24749,1552,1.00000
62,27254,1582,1.00000
62,30010,1612,1.00000
62,33042,1642,1.00000
62,36378,1672,1.00000
62,40048,1702,1.00000
62,44085,1732,1.00000
62,48526,1762,1.00000
62,53412,1792,1.00000
62,58787,1822,1.00000
62,64700,1852,1.00000
62,71205,1882,1.00000
62,78361,1912,1.00000
62,86233,1942,1.00000
62,94893,1972,1.00000
62,104419,2002,1.00000
62,114898,2032,1.00000
62,126425,2062,1.00000
