positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
2,6,6,0.02273
3,10,10,0.03409
6,15,15,0.06818
6,21,21,0.06818
7,28,28,0.07955
11,36,36,0.12500
12,45,45,0.13636
14,55,55,0.15909
20,66,66,0.22727
24,79,79,0.27273
31,94,94,0.35227
39,111,111,0.44318
47,130,130,0.53409
52,151,151,0.59091
57,175,175,0.64773
65,202,202,0.73864
65,232,232,0.73864
71,265,262,0.80682
74,302,292,0.84091
76,343,322,0.86364
80,389,352,0.90909
85,440,382,0.96591
88,497,412,1.00000
88,560,442,1.00000
88,630,472,1.00000
88,707,502,1.00000
88,792,532,1.00000
88,886,562,1.00000
88,990,592,1.00000
88,1105,622,1.00000
88,1232,652,1.00000
88,1372,682,1.00000
88,1526,712,1.00000
88,1696,742,1.00000
88,1883,772,1.00000
88,2089,802,1.00000
88,2316,832,1.00000
88,2566,862,1.00000
88,2841,892,1.00000
88,3144,922,1.00000
88,3478,952,1.00000
88,3846,982,1.00000
88,4251,1012,1.00000
88,4697,1042,1.00000
88,5188,1072,1.00000
88,5729,1102,1.00000
88,6325,1132,1.00000
88,6981,1162,1.00000
88,7703,1192,1.00000
88,8498,1222,1.00000
88,9373,1252,1.00000
88,10336,1282,1.00000
88,11396,1312,1.00000
88,12562,1342,1.00000
88,13845,1372,1.00000
88,15257,1402,1.00000
88,16811,1432,1.00000
88,18521,1462,1.00000
88,20402,1492,1.00000
88,22472,1522,1.00000
88,24749,1552,1.00000
88,27254,1582,1.00000
88,30010,1612,1.00000
88,33042,1642,1.00000
88,36378,1672,1.00000
88,40048,1702,1.00000
88,44085,1732,1.00000
88,48526,1762,1.00000
88,53412,1792,1.00000
88,58787,1822,1.00000
88,64700,1852,1.00000
88,71205,1882,1.00000
88,78361,1912,1.00000
88,86233,1942,1.00000
88,94893,1972,1.00000
88,104419,2002,1.00000
88,114898,2032,1.00000
88,126425,2062,1.00000
