all_docs,limited_docs,positives_mean,positives_stdev,recall_mean,recall_stdev
1,1,0.00000,0.00000,0.00000,0.00000
3,3,0.00000,0.00000,0.00000,0.00000
6,6,0.80000,0.78881,0.00873,0.00867
10,10,2.50000,0.97183,0.02720,0.01039
15,15,4.60000,1.50555,0.05008,0.01583
21,21,6.90000,1.44914,0.07515,0.01401
28,28,9.30000,2.35938,0.10114,0.02277
36,36,11.90000,2.68535,0.12950,0.02544
45,45,13.90000,3.07137,0.15141,0.02979
55,55,17.10000,3.95671,0.18619,0.03891
66,66,21.70000,4.92274,0.23653,0.05036
79,79,26.30000,5.10011,0.28683,0.05225
94,94,32.60000,6.39792,0.35544,0.06536
111,111,39.40000,5.68038,0.43000,0.05674
130,130,45.90000,3.51030,0.50159,0.03461
151,151,50.80000,3.15524,0.55534,0.03215
175,175,55.50000,2.79881,0.60688,0.03054
202,202,61.10000,2.68535,0.66824,0.03314
232,232,65.60000,3.23866,0.71712,0.03148
265,262,70.10000,2.92309,0.76657,0.03329
302,292,74.30000,3.30151,0.81274,0.04300
343,322,77.10000,2.23358,0.84313,0.02717
389,352,79.50000,2.95334,0.86933,0.03324
440,382,82.60000,2.71621,0.90342,0.03643
497,412,85.30000,3.36815,0.93296,0.04282
560,442,87.70000,2.66875,0.95894,0.02817
630,472,88.40000,2.67499,0.96644,0.02164
707,502,89.50000,2.36878,0.97845,0.01575
792,532,89.60000,2.31900,0.97955,0.01524
886,562,89.90000,2.33095,0.98284,0.01596
990,592,90.30000,2.75076,0.98708,0.01411
1105,622,90.40000,2.59058,0.98821,0.01368
1232,652,90.80000,2.65832,0.99251,0.00875
1372,682,91.10000,2.68535,0.99578,0.00741
1526,712,91.20000,2.74064,0.99684,0.00509
1696,742,91.20000,2.74064,0.99684,0.00509
1883,772,91.20000,2.74064,0.99684,0.00509
2089,802,91.20000,2.74064,0.99684,0.00509
2316,832,91.20000,2.74064,0.99684,0.00509
2566,862,91.30000,2.86938,0.99789,0.00444
2841,892,91.30000,2.86938,0.99789,0.00444
3144,922,91.30000,2.86938,0.99789,0.00444
3478,952,91.30000,2.86938,0.99789,0.00444
3846,982,91.30000,2.86938,0.99789,0.00444
4251,1012,91.30000,2.86938,0.99789,0.00444
4697,1042,91.30000,2.86938,0.99789,0.00444
5188,1072,91.30000,2.86938,0.99789,0.00444
5729,1102,91.50000,3.10018,1.00000,0.00000
6325,1132,91.50000,3.10018,1.00000,0.00000
6981,1162,91.50000,3.10018,1.00000,0.00000
7703,1192,91.50000,3.10018,1.00000,0.00000
8498,1222,91.50000,3.10018,1.00000,0.00000
9373,1252,91.50000,3.10018,1.00000,0.00000
10336,1282,91.50000,3.10018,1.00000,0.00000
11396,1312,91.50000,3.10018,1.00000,0.00000
12562,1342,91.50000,3.10018,1.00000,0.00000
13845,1372,91.50000,3.10018,1.00000,0.00000
15257,1402,91.50000,3.10018,1.00000,0.00000
16811,1432,91.50000,3.10018,1.00000,0.00000
18521,1462,91.50000,3.10018,1.00000,0.00000
20402,1492,91.50000,3.10018,1.00000,0.00000
22472,1522,91.50000,3.10018,1.00000,0.00000
24749,1552,91.50000,3.10018,1.00000,0.00000
27254,1582,91.50000,3.10018,1.00000,0.00000
30010,1612,91.50000,3.10018,1.00000,0.00000
33042,1642,91.50000,3.10018,1.00000,0.00000
36378,1672,91.50000,3.10018,1.00000,0.00000
40048,1702,91.50000,3.10018,1.00000,0.00000
44085,1732,91.50000,3.10018,1.00000,0.00000
48526,1762,91.50000,3.10018,1.00000,0.00000
53412,1792,91.50000,3.10018,1.00000,0.00000
58787,1822,91.50000,3.10018,1.00000,0.00000
64700,1852,91.50000,3.10018,1.00000,0.00000
71205,1882,91.50000,3.10018,1.00000,0.00000
78361,1912,91.50000,3.10018,1.00000,0.00000
86233,1942,91.50000,3.10018,1.00000,0.00000
94893,1972,91.50000,3.10018,1.00000,0.00000
104419,2002,91.50000,3.10018,1.00000,0.00000
114898,2032,91.50000,3.10018,1.00000,0.00000
126425,2062,91.50000,3.10018,1.00000,0.00000
