positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
2,6,6,0.04255
6,10,10,0.12766
10,15,15,0.21277
14,21,21,0.29787
20,28,28,0.42553
25,36,36,0.53191
29,45,45,0.61702
32,55,55,0.68085
34,66,66,0.72340
36,79,79,0.76596
40,94,94,0.85106
42,111,111,0.89362
44,130,130,0.93617
47,151,151,1.00000
47,175,175,1.00000
47,202,202,1.00000
47,232,232,1.00000
47,265,262,1.00000
47,302,292,1.00000
47,343,322,1.00000
47,389,352,1.00000
47,440,382,1.00000
47,497,412,1.00000
47,560,442,1.00000
47,630,472,1.00000
47,707,502,1.00000
47,792,532,1.00000
47,886,562,1.00000
47,990,592,1.00000
47,1105,622,1.00000
47,1232,652,1.00000
47,1372,682,1.00000
47,1526,712,1.00000
47,1696,742,1.00000
47,1883,772,1.00000
47,2089,802,1.00000
47,2316,832,1.00000
47,2566,862,1.00000
47,2841,892,1.00000
47,3144,922,1.00000
47,3478,952,1.00000
47,3846,982,1.00000
47,4251,1012,1.00000
47,4697,1042,1.00000
47,5188,1072,1.00000
47,5729,1102,1.00000
47,6325,1132,1.00000
47,6981,1162,1.00000
47,7703,1192,1.00000
47,8498,1222,1.00000
47,9373,1252,1.00000
47,10336,1282,1.00000
47,11396,1312,1.00000
47,12562,1342,1.00000
47,13845,1372,1.00000
47,15257,1402,1.00000
47,16811,1432,1.00000
47,18521,1462,1.00000
47,20402,1492,1.00000
47,22472,1522,1.00000
47,24749,1552,1.00000
47,27254,1582,1.00000
47,30010,1612,1.00000
47,33042,1642,1.00000
47,36378,1672,1.00000
47,40048,1702,1.00000
47,44085,1732,1.00000
47,48526,1762,1.00000
47,53412,1792,1.00000
47,58787,1822,1.00000
47,64700,1852,1.00000
47,71205,1882,1.00000
47,78361,1912,1.00000
47,86233,1942,1.00000
47,94893,1972,1.00000
47,104419,2002,1.00000
47,114898,2032,1.00000
47,126425,2062,1.00000
