all_docs,limited_docs,positives_mean,positives_stdev,recall_mean,recall_stdev
1,1,0.00000,0.00000,0.00000,0.00000
3,3,0.00000,0.00000,0.00000,0.00000
6,6,1.40000,0.84327,0.02979,0.01794
10,10,5.40000,0.84327,0.11489,0.01794
15,15,9.40000,1.57762,0.20000,0.03357
21,21,13.30000,1.33749,0.28298,0.02846
28,28,18.10000,1.37032,0.38511,0.02916
36,36,23.40000,1.26491,0.49787,0.02691
45,45,28.00000,1.49071,0.59574,0.03172
55,55,32.30000,0.94868,0.68723,0.02019
66,66,35.40000,1.07497,0.75319,0.02287
79,79,37.00000,0.81650,0.78723,0.01737
94,94,39.40000,1.64655,0.83830,0.03503
111,111,43.40000,1.42984,0.92340,0.03042
130,130,45.20000,1.54919,0.96170,0.03296
151,151,46.60000,0.51640,0.99149,0.01099
175,175,47.00000,0.00000,1.00000,0.00000
202,202,47.00000,0.00000,1.00000,0.00000
232,232,47.00000,0.00000,1.00000,0.00000
265,262,47.00000,0.00000,1.00000,0.00000
302,292,47.00000,0.00000,1.00000,0.00000
343,322,47.00000,0.00000,1.00000,0.00000
389,352,47.00000,0.00000,1.00000,0.00000
440,382,47.00000,0.00000,1.00000,0.00000
497,412,47.00000,0.00000,1.00000,0.00000
560,442,47.00000,0.00000,1.00000,0.00000
630,472,47.00000,0.00000,1.00000,0.00000
707,502,47.00000,0.00000,1.00000,0.00000
792,532,47.00000,0.00000,1.00000,0.00000
886,562,47.00000,0.00000,1.00000,0.00000
990,592,47.00000,0.00000,1.00000,0.00000
1105,622,47.00000,0.00000,1.00000,0.00000
1232,652,47.00000,0.00000,1.00000,0.00000
1372,682,47.00000,0.00000,1.00000,0.00000
1526,712,47.00000,0.00000,1.00000,0.00000
1696,742,47.00000,0.00000,1.00000,0.00000
1883,772,47.00000,0.00000,1.00000,0.00000
2089,802,47.00000,0.00000,1.00000,0.00000
2316,832,47.00000,0.00000,1.00000,0.00000
2566,862,47.00000,0.00000,1.00000,0.00000
2841,892,47.00000,0.00000,1.00000,0.00000
3144,922,47.00000,0.00000,1.00000,0.00000
3478,952,47.00000,0.00000,1.00000,0.00000
3846,982,47.00000,0.00000,1.00000,0.00000
4251,1012,47.00000,0.00000,1.00000,0.00000
4697,1042,47.00000,0.00000,1.00000,0.00000
5188,1072,47.00000,0.00000,1.00000,0.00000
5729,1102,47.00000,0.00000,1.00000,0.00000
6325,1132,47.00000,0.00000,1.00000,0.00000
6981,1162,47.00000,0.00000,1.00000,0.00000
7703,1192,47.00000,0.00000,1.00000,0.00000
8498,1222,47.00000,0.00000,1.00000,0.00000
9373,1252,47.00000,0.00000,1.00000,0.00000
10336,1282,47.00000,0.00000,1.00000,0.00000
11396,1312,47.00000,0.00000,1.00000,0.00000
12562,1342,47.00000,0.00000,1.00000,0.00000
13845,1372,47.00000,0.00000,1.00000,0.00000
15257,1402,47.00000,0.00000,1.00000,0.00000
16811,1432,47.00000,0.00000,1.00000,0.00000
18521,1462,47.00000,0.00000,1.00000,0.00000
20402,1492,47.00000,0.00000,1.00000,0.00000
22472,1522,47.00000,0.00000,1.00000,0.00000
24749,1552,47.00000,0.00000,1.00000,0.00000
27254,1582,47.00000,0.00000,1.00000,0.00000
30010,1612,47.00000,0.00000,1.00000,0.00000
33042,1642,47.00000,0.00000,1.00000,0.00000
36378,1672,47.00000,0.00000,1.00000,0.00000
40048,1702,47.00000,0.00000,1.00000,0.00000
44085,1732,47.00000,0.00000,1.00000,0.00000
48526,1762,47.00000,0.00000,1.00000,0.00000
53412,1792,47.00000,0.00000,1.00000,0.00000
58787,1822,47.00000,0.00000,1.00000,0.00000
64700,1852,47.00000,0.00000,1.00000,0.00000
71205,1882,47.00000,0.00000,1.00000,0.00000
78361,1912,47.00000,0.00000,1.00000,0.00000
86233,1942,47.00000,0.00000,1.00000,0.00000
94893,1972,47.00000,0.00000,1.00000,0.00000
104419,2002,47.00000,0.00000,1.00000,0.00000
114898,2032,47.00000,0.00000,1.00000,0.00000
126425,2062,47.00000,0.00000,1.00000,0.00000
