all_docs,limited_docs,positives_mean,positives_stdev,recall_mean,recall_stdev
1,1,0.00000,0.00000,0.00000,0.00000
3,3,0.00000,0.00000,0.00000,0.00000
6,6,0.00000,0.00000,0.00000,0.00000
10,10,0.00000,0.00000,0.00000,0.00000
15,15,0.00000,0.00000,0.00000,0.00000
21,21,0.00000,0.00000,0.00000,0.00000
28,28,0.00000,0.00000,0.00000,0.00000
36,36,0.00000,0.00000,0.00000,0.00000
45,45,0.00000,0.00000,0.00000,0.00000
55,55,0.00000,0.00000,0.00000,0.00000
66,66,0.00000,0.00000,0.00000,0.00000
79,79,0.00000,0.00000,0.00000,0.00000
94,94,0.00000,0.00000,0.00000,0.00000
111,111,0.00000,0.00000,0.00000,0.00000
130,130,0.00000,0.00000,0.00000,0.00000
151,151,0.00000,0.00000,0.00000,0.00000
175,175,0.00000,0.00000,0.00000,0.00000
202,202,0.00000,0.00000,0.00000,0.00000
232,232,0.00000,0.00000,0.00000,0.00000
265,262,0.00000,0.00000,0.00000,0.00000
302,292,0.00000,0.00000,0.00000,0.00000
343,322,0.00000,0.00000,0.00000,0.00000
389,352,0.00000,0.00000,0.00000,0.00000
440,382,0.00000,0.00000,0.00000,0.00000
497,412,0.00000,0.00000,0.00000,0.00000
560,442,0.00000,0.00000,0.00000,0.00000
630,472,0.00000,0.00000,0.00000,0.00000
707,502,0.10000,0.31623,0.03333,0.10541
792,532,0.10000,0.31623,0.03333,0.10541
886,562,0.20000,0.63246,0.06667,0.21082
990,592,0.20000,0.63246,0.06667,0.21082
1105,622,0.20000,0.63246,0.06667,0.21082
1232,652,0.20000,0.63246,0.06667,0.21082
1372,682,0.20000,0.63246,0.06667,0.21082
1526,712,0.30000,0.94868,0.10000,0.31623
1696,742,0.30000,0.94868,0.10000,0.31623
1883,772,0.30000,0.94868,0.10000,0.31623
2089,802,0.30000,0.94868,0.10000,0.31623
2316,832,0.30000,0.94868,0.10000,0.31623
2566,862,0.30000,0.94868,0.10000,0.31623
2841,892,0.30000,0.94868,0.10000,0.31623
3144,922,0.30000,0.94868,0.10000,0.31623
3478,952,0.30000,0.94868,0.10000,0.31623
3846,982,0.30000,0.94868,0.10000,0.31623
4251,1012,0.30000,0.94868,0.10000,0.31623
4697,1042,0.30000,0.94868,0.10000,0.31623
5188,1072,0.30000,0.94868,0.10000,0.31623
5729,1102,0.30000,0.94868,0.10000,0.31623
6325,1132,0.30000,0.94868,0.10000,0.31623
6981,1162,0.30000,0.94868,0.10000,0.31623
7703,1192,0.30000,0.94868,0.10000,0.31623
8498,1222,0.30000,0.94868,0.10000,0.31623
9373,1252,0.30000,0.94868,0.10000,0.31623
10336,1282,0.40000,0.96609,0.20000,0.42164
11396,1312,0.40000,0.96609,0.20000,0.42164
12562,1342,0.40000,0.96609,0.20000,0.42164
13845,1372,0.40000,0.96609,0.20000,0.42164
15257,1402,0.40000,0.96609,0.20000,0.42164
16811,1432,0.40000,0.96609,0.20000,0.42164
18521,1462,0.40000,0.96609,0.20000,0.42164
20402,1492,0.40000,0.96609,0.20000,0.42164
22472,1522,0.40000,0.96609,0.20000,0.42164
24749,1552,0.40000,0.96609,0.20000,0.42164
27254,1582,0.40000,0.96609,0.20000,0.42164
30010,1612,0.40000,0.96609,0.20000,0.42164
33042,1642,0.40000,0.96609,0.20000,0.42164
36378,1672,0.40000,0.96609,0.20000,0.42164
40048,1702,0.40000,0.96609,0.20000,0.42164
44085,1732,0.40000,0.96609,0.20000,0.42164
48526,1762,0.40000,0.96609,0.20000,0.42164
53412,1792,0.40000,0.96609,0.20000,0.42164
58787,1822,0.40000,0.96609,0.20000,0.42164
64700,1852,0.40000,0.96609,0.20000,0.42164
71205,1882,0.40000,0.96609,0.20000,0.42164
78361,1912,0.40000,0.96609,0.20000,0.42164
86233,1942,0.40000,0.96609,0.20000,0.42164
94893,1972,0.40000,0.96609,0.20000,0.42164
104419,2002,0.40000,0.96609,0.20000,0.42164
114898,2032,0.40000,0.96609,0.20000,0.42164
126425,2062,0.40000,0.96609,0.20000,0.42164
