positives,all_docs,limited_docs,recall
0,1,1,0.00000
2,3,3,0.00862
3,6,6,0.01293
3,10,10,0.01293
6,15,15,0.02586
6,21,21,0.02586
7,28,28,0.03017
7,36,36,0.03017
8,45,45,0.03448
8,55,55,0.03448
10,66,66,0.04310
11,79,79,0.04741
13,94,94,0.05603
15,111,111,0.06466
19,130,130,0.08190
25,151,151,0.10776
31,175,175,0.13362
42,202,202,0.18103
55,232,232,0.23707
70,265,262,0.30172
86,302,292,0.37069
103,343,322,0.44397
120,389,352,0.51724
128,440,382,0.55172
139,497,412,0.59914
148,560,442,0.63793
156,630,472,0.67241
161,707,502,0.69397
169,792,532,0.72845
176,886,562,0.75862
181,990,592,0.78017
189,1105,622,0.81466
195,1232,652,0.84052
199,1372,682,0.85776
206,1526,712,0.88793
213,1696,742,0.91810
217,1883,772,0.93534
218,2089,802,0.93966
219,2316,832,0.94397
220,2566,862,0.94828
224,2841,892,0.96552
228,3144,922,0.98276
228,3478,952,0.98276
230,3846,982,0.99138
230,4251,1012,0.99138
230,4697,1042,0.99138
230,5188,1072,0.99138
231,5729,1102,0.99569
232,6325,1132,1.00000
232,6981,1162,1.00000
232,7703,1192,1.00000
232,8498,1222,1.00000
232,9373,1252,1.00000
232,10336,1282,1.00000
232,11396,1312,1.00000
232,12562,1342,1.00000
232,13845,1372,1.00000
232,15257,1402,1.00000
232,16811,1432,1.00000
232,18521,1462,1.00000
232,20402,1492,1.00000
232,22472,1522,1.00000
232,24749,1552,1.00000
232,27254,1582,1.00000
232,30010,1612,1.00000
232,33042,1642,1.00000
232,36378,1672,1.00000
232,40048,1702,1.00000
232,44085,1732,1.00000
232,48526,1762,1.00000
232,53412,1792,1.00000
232,58787,1822,1.00000
232,64700,1852,1.00000
232,71205,1882,1.00000
232,78361,1912,1.00000
232,86233,1942,1.00000
232,94893,1972,1.00000
232,104419,2002,1.00000
232,114898,2032,1.00000
232,126425,2062,1.00000
