positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
1,6,6,0.00613
3,10,10,0.01840
4,15,15,0.02454
8,21,21,0.04908
11,28,28,0.06748
14,36,36,0.08589
19,45,45,0.11656
24,55,55,0.14724
29,66,66,0.17791
36,79,79,0.22086
44,94,94,0.26994
55,111,111,0.33742
64,130,130,0.39264
72,151,151,0.44172
84,175,175,0.51534
98,202,202,0.60123
109,232,232,0.66871
118,265,262,0.72393
126,302,292,0.77301
134,343,322,0.82209
140,389,352,0.85890
148,440,382,0.90798
151,497,412,0.92638
155,560,442,0.95092
156,630,472,0.95706
160,707,502,0.98160
162,792,532,0.99387
162,886,562,0.99387
162,990,592,0.99387
162,1105,622,0.99387
162,1232,652,0.99387
163,1372,682,1.00000
163,1526,712,1.00000
163,1696,742,1.00000
163,1883,772,1.00000
163,2089,802,1.00000
163,2316,832,1.00000
163,2566,862,1.00000
163,2841,892,1.00000
163,3144,922,1.00000
163,3478,952,1.00000
163,3846,982,1.00000
163,4251,1012,1.00000
163,4697,1042,1.00000
163,5188,1072,1.00000
163,5729,1102,1.00000
163,6325,1132,1.00000
163,6981,1162,1.00000
163,7703,1192,1.00000
163,8498,1222,1.00000
163,9373,1252,1.00000
163,10336,1282,1.00000
163,11396,1312,1.00000
163,12562,1342,1.00000
163,13845,1372,1.00000
163,15257,1402,1.00000
163,16811,1432,1.00000
163,18521,1462,1.00000
163,20402,1492,1.00000
163,22472,1522,1.00000
163,24749,1552,1.00000
163,27254,1582,1.00000
163,30010,1612,1.00000
163,33042,1642,1.00000
163,36378,1672,1.00000
163,40048,1702,1.00000
163,44085,1732,1.00000
163,48526,1762,1.00000
163,53412,1792,1.00000
163,58787,1822,1.00000
163,64700,1852,1.00000
163,71205,1882,1.00000
163,78361,1912,1.00000
163,86233,1942,1.00000
163,94893,1972,1.00000
163,104419,2002,1.00000
163,114898,2032,1.00000
163,126425,2062,1.00000
