positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
1,6,6,0.00581
2,10,10,0.01163
5,15,15,0.02907
6,21,21,0.03488
11,28,28,0.06395
14,36,36,0.08140
20,45,45,0.11628
26,55,55,0.15116
36,66,66,0.20930
42,79,79,0.24419
48,94,94,0.27907
54,111,111,0.31395
62,130,130,0.36047
70,151,151,0.40698
79,175,175,0.45930
93,202,202,0.54070
106,232,232,0.61628
118,265,262,0.68605
127,302,292,0.73837
138,343,322,0.80233
144,389,352,0.83721
153,440,382,0.88953
158,497,412,0.91860
160,560,442,0.93023
164,630,472,0.95349
167,707,502,0.97093
170,792,532,0.98837
171,886,562,0.99419
171,990,592,0.99419
171,1105,622,0.99419
172,1232,652,1.00000
172,1372,682,1.00000
172,1526,712,1.00000
172,1696,742,1.00000
172,1883,772,1.00000
172,2089,802,1.00000
172,2316,832,1.00000
172,2566,862,1.00000
172,2841,892,1.00000
172,3144,922,1.00000
172,3478,952,1.00000
172,3846,982,1.00000
172,4251,1012,1.00000
172,4697,1042,1.00000
172,5188,1072,1.00000
172,5729,1102,1.00000
172,6325,1132,1.00000
172,6981,1162,1.00000
172,7703,1192,1.00000
172,8498,1222,1.00000
172,9373,1252,1.00000
172,10336,1282,1.00000
172,11396,1312,1.00000
172,12562,1342,1.00000
172,13845,1372,1.00000
172,15257,1402,1.00000
172,16811,1432,1.00000
172,18521,1462,1.00000
172,20402,1492,1.00000
172,22472,1522,1.00000
172,24749,1552,1.00000
172,27254,1582,1.00000
172,30010,1612,1.00000
172,33042,1642,1.00000
172,36378,1672,1.00000
172,40048,1702,1.00000
172,44085,1732,1.00000
172,48526,1762,1.00000
172,53412,1792,1.00000
172,58787,1822,1.00000
172,64700,1852,1.00000
172,71205,1882,1.00000
172,78361,1912,1.00000
172,86233,1942,1.00000
172,94893,1972,1.00000
172,104419,2002,1.00000
172,114898,2032,1.00000
172,126425,2062,1.00000
