all_docs,limited_docs,positives_mean,positives_stdev,recall_mean,recall_stdev
1,1,0.00000,0.00000,0.00000,0.00000
3,3,0.30000,0.48305,0.00411,0.00662
6,6,1.70000,0.48305,0.02320,0.00661
10,10,4.30000,0.67495,0.05871,0.00947
15,15,7.10000,1.66333,0.09699,0.02322
21,21,11.80000,1.54919,0.16111,0.02203
28,28,17.60000,1.57762,0.24024,0.02300
36,36,23.60000,1.17379,0.32207,0.01780
45,45,29.90000,0.99443,0.40803,0.01617
55,55,36.30000,1.25167,0.49537,0.02048
66,66,42.20000,1.68655,0.57569,0.02082
79,79,47.90000,2.33095,0.65355,0.03243
94,94,54.60000,2.17051,0.74518,0.03592
111,111,58.40000,1.95505,0.79691,0.03054
130,130,61.60000,2.17051,0.84051,0.03148
151,151,64.70000,1.88856,0.88281,0.02843
175,175,67.20000,0.91894,0.91695,0.01905
202,202,68.70000,1.33749,0.93733,0.01909
232,232,69.90000,1.19722,0.95381,0.02273
265,262,70.90000,1.44914,0.96732,0.01938
302,292,71.90000,0.87560,0.98102,0.01571
343,322,72.40000,0.69921,0.98778,0.00761
389,352,72.60000,0.69921,0.99052,0.00907
440,382,72.70000,0.67495,0.99189,0.00939
497,412,72.70000,0.67495,0.99189,0.00939
560,442,72.70000,0.67495,0.99189,0.00939
630,472,72.70000,0.67495,0.99189,0.00939
707,502,72.70000,0.67495,0.99189,0.00939
792,532,72.80000,0.78881,0.99324,0.00950
886,562,72.80000,0.78881,0.99324,0.00950
990,592,72.80000,0.78881,0.99324,0.00950
1105,622,72.90000,0.73786,0.99461,0.00938
1232,652,72.90000,0.73786,0.99461,0.00938
1372,682,73.10000,0.73786,0.99732,0.00566
1526,712,73.10000,0.73786,0.99732,0.00566
1696,742,73.10000,0.73786,0.99732,0.00566
1883,772,73.10000,0.73786,0.99732,0.00566
2089,802,73.10000,0.73786,0.99732,0.00566
2316,832,73.10000,0.73786,0.99732,0.00566
2566,862,73.10000,0.73786,0.99732,0.00566
2841,892,73.10000,0.73786,0.99732,0.00566
3144,922,73.10000,0.73786,0.99732,0.00566
3478,952,73.10000,0.73786,0.99732,0.00566
3846,982,73.10000,0.73786,0.99732,0.00566
4251,1012,73.10000,0.73786,0.99732,0.00566
4697,1042,73.10000,0.73786,0.99732,0.00566
5188,1072,73.10000,0.73786,0.99732,0.00566
5729,1102,73.10000,0.73786,0.99732,0.00566
6325,1132,73.10000,0.73786,0.99732,0.00566
6981,1162,73.10000,0.73786,0.99732,0.00566
7703,1192,73.10000,0.73786,0.99732,0.00566
8498,1222,73.10000,0.73786,0.99732,0.00566
9373,1252,73.10000,0.73786,0.99732,0.00566
10336,1282,73.10000,0.73786,0.99732,0.00566
11396,1312,73.10000,0.73786,0.99732,0.00566
12562,1342,73.20000,0.91894,0.99865,0.00427
13845,1372,73.20000,0.91894,0.99865,0.00427
15257,1402,73.20000,0.91894,0.99865,0.00427
16811,1432,73.20000,0.91894,0.99865,0.00427
18521,1462,73.20000,0.91894,0.99865,0.00427
20402,1492,73.20000,0.91894,0.99865,0.00427
22472,1522,73.20000,0.91894,0.99865,0.00427
24749,1552,73.20000,0.91894,0.99865,0.00427
27254,1582,73.20000,0.91894,0.99865,0.00427
30010,1612,73.20000,0.91894,0.99865,0.00427
33042,1642,73.30000,0.94868,1.00000,0.00000
36378,1672,73.30000,0.94868,1.00000,0.00000
40048,1702,73.30000,0.94868,1.00000,0.00000
44085,1732,73.30000,0.94868,1.00000,0.00000
48526,1762,73.30000,0.94868,1.00000,0.00000
53412,1792,73.30000,0.94868,1.00000,0.00000
58787,1822,73.30000,0.94868,1.00000,0.00000
64700,1852,73.30000,0.94868,1.00000,0.00000
71205,1882,73.30000,0.94868,1.00000,0.00000
78361,1912,73.30000,0.94868,1.00000,0.00000
86233,1942,73.30000,0.94868,1.00000,0.00000
94893,1972,73.30000,0.94868,1.00000,0.00000
104419,2002,73.30000,0.94868,1.00000,0.00000
114898,2032,73.30000,0.94868,1.00000,0.00000
126425,2062,73.30000,0.94868,1.00000,0.00000
