positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
1,6,6,0.00943
1,10,10,0.00943
3,15,15,0.02830
3,21,21,0.02830
7,28,28,0.06604
11,36,36,0.10377
12,45,45,0.11321
14,55,55,0.13208
17,66,66,0.16038
19,79,79,0.17925
23,94,94,0.21698
31,111,111,0.29245
40,130,130,0.37736
46,151,151,0.43396
52,175,175,0.49057
61,202,202,0.57547
71,232,232,0.66981
80,265,262,0.75472
85,302,292,0.80189
91,343,322,0.85849
93,389,352,0.87736
94,440,382,0.88679
98,497,412,0.92453
98,560,442,0.92453
103,630,472,0.97170
103,707,502,0.97170
104,792,532,0.98113
104,886,562,0.98113
104,990,592,0.98113
104,1105,622,0.98113
104,1232,652,0.98113
104,1372,682,0.98113
104,1526,712,0.98113
104,1696,742,0.98113
105,1883,772,0.99057
105,2089,802,0.99057
106,2316,832,1.00000
106,2566,862,1.00000
106,2841,892,1.00000
106,3144,922,1.00000
106,3478,952,1.00000
106,3846,982,1.00000
106,4251,1012,1.00000
106,4697,1042,1.00000
106,5188,1072,1.00000
106,5729,1102,1.00000
106,6325,1132,1.00000
106,6981,1162,1.00000
106,7703,1192,1.00000
106,8498,1222,1.00000
106,9373,1252,1.00000
106,10336,1282,1.00000
106,11396,1312,1.00000
106,12562,1342,1.00000
106,13845,1372,1.00000
106,15257,1402,1.00000
106,16811,1432,1.00000
106,18521,1462,1.00000
106,20402,1492,1.00000
106,22472,1522,1.00000
106,24749,1552,1.00000
106,27254,1582,1.00000
106,30010,1612,1.00000
106,33042,1642,1.00000
106,36378,1672,1.00000
106,40048,1702,1.00000
106,44085,1732,1.00000
106,48526,1762,1.00000
106,53412,1792,1.00000
106,58787,1822,1.00000
106,64700,1852,1.00000
106,71205,1882,1.00000
106,78361,1912,1.00000
106,86233,1942,1.00000
106,94893,1972,1.00000
106,104419,2002,1.00000
106,114898,2032,1.00000
106,126425,2062,1.00000
