positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
0,6,6,0.00000
0,10,10,0.00000
0,15,15,0.00000
0,21,21,0.00000
0,28,28,0.00000
0,36,36,0.00000
0,45,45,0.00000
0,55,55,0.00000
0,66,66,0.00000
0,79,79,0.00000
0,94,94,0.00000
1,111,111,0.00971
1,130,130,0.00971
3,151,151,0.02913
7,175,175,0.06796
14,202,202,0.13592
28,232,232,0.27184
44,265,262,0.42718
65,302,292,0.63107
76,343,322,0.73786
83,389,352,0.80583
88,440,382,0.85437
92,497,412,0.89320
100,560,442,0.97087
101,630,472,0.98058
102,707,502,0.99029
102,792,532,0.99029
103,886,562,1.00000
103,990,592,1.00000
103,1105,622,1.00000
103,1232,652,1.00000
103,1372,682,1.00000
103,1526,712,1.00000
103,1696,742,1.00000
103,1883,772,1.00000
103,2089,802,1.00000
103,2316,832,1.00000
103,2566,862,1.00000
103,2841,892,1.00000
103,3144,922,1.00000
103,3478,952,1.00000
103,3846,982,1.00000
103,4251,1012,1.00000
103,4697,1042,1.00000
103,5188,1072,1.00000
103,5729,1102,1.00000
103,6325,1132,1.00000
103,6981,1162,1.00000
103,7703,1192,1.00000
103,8498,1222,1.00000
103,9373,1252,1.00000
103,10336,1282,1.00000
103,11396,1312,1.00000
103,12562,1342,1.00000
103,13845,1372,1.00000
103,15257,1402,1.00000
103,16811,1432,1.00000
103,18521,1462,1.00000
103,20402,1492,1.00000
103,22472,1522,1.00000
103,24749,1552,1.00000
103,27254,1582,1.00000
103,30010,1612,1.00000
103,33042,1642,1.00000
103,36378,1672,1.00000
103,40048,1702,1.00000
103,44085,1732,1.00000
103,48526,1762,1.00000
103,53412,1792,1.00000
103,58787,1822,1.00000
103,64700,1852,1.00000
103,71205,1882,1.00000
103,78361,1912,1.00000
103,86233,1942,1.00000
103,94893,1972,1.00000
103,104419,2002,1.00000
103,114898,2032,1.00000
103,126425,2062,1.00000
