all_docs,limited_docs,positives_mean,positives_stdev,recall_mean,recall_stdev
1,1,0.00000,0.00000,0.00000,0.00000
3,3,0.00000,0.00000,0.00000,0.00000
6,6,0.40000,0.51640,0.00453,0.00585
10,10,0.70000,0.67495,0.00791,0.00765
15,15,1.60000,1.64655,0.01802,0.01839
21,21,2.40000,2.11870,0.02704,0.02370
28,28,3.70000,3.33500,0.04176,0.03760
36,36,6.20000,4.56557,0.06996,0.05128
45,45,9.70000,6.36047,0.10954,0.07121
55,55,14.00000,6.86375,0.15827,0.07674
66,66,18.90000,8.42549,0.21409,0.09457
79,79,24.70000,9.40508,0.27979,0.10540
94,94,33.60000,10.81357,0.38093,0.12113
111,111,43.20000,10.15218,0.49007,0.11348
130,130,50.40000,8.80909,0.57192,0.09829
151,151,57.70000,6.99285,0.65500,0.07872
175,175,64.30000,4.54728,0.72989,0.04974
202,202,69.70000,4.13790,0.79134,0.04704
232,232,75.60000,2.06559,0.85859,0.03241
265,262,79.80000,1.87380,0.90623,0.02945
302,292,82.40000,1.71270,0.93557,0.02101
343,322,83.60000,1.71270,0.94908,0.01463
389,352,84.70000,1.88856,0.96150,0.01188
440,382,85.50000,2.17307,0.97052,0.01206
497,412,86.40000,2.11870,0.98070,0.00550
560,442,87.00000,1.88562,0.98758,0.00821
630,472,87.50000,1.95789,0.99324,0.00791
707,502,87.60000,1.89737,0.99438,0.00592
792,532,87.70000,2.00278,0.99549,0.00582
886,562,87.70000,2.00278,0.99549,0.00582
990,592,87.80000,1.98886,0.99663,0.00543
1105,622,87.80000,1.98886,0.99663,0.00543
1232,652,87.90000,1.96921,0.99777,0.00471
1372,682,87.90000,1.96921,0.99777,0.00471
1526,712,87.90000,1.96921,0.99777,0.00471
1696,742,87.90000,1.96921,0.99777,0.00471
1883,772,87.90000,1.96921,0.99777,0.00471
2089,802,88.00000,1.94365,0.99890,0.00348
2316,832,88.00000,1.94365,0.99890,0.00348
2566,862,88.10000,2.07900,1.00000,0.00000
2841,892,88.10000,2.07900,1.00000,0.00000
3144,922,88.10000,2.07900,1.00000,0.00000
3478,952,88.10000,2.07900,1.00000,0.00000
3846,982,88.10000,2.07900,1.00000,0.00000
4251,1012,88.10000,2.07900,1.00000,0.00000
4697,1042,88.10000,2.07900,1.00000,0.00000
5188,1072,88.10000,2.07900,1.00000,0.00000
5729,1102,88.10000,2.07900,1.00000,0.00000
6325,1132,88.10000,2.07900,1.00000,0.00000
6981,1162,88.10000,2.07900,1.00000,0.00000
7703,1192,88.10000,2.07900,1.00000,0.00000
8498,1222,88.10000,2.07900,1.00000,0.00000
9373,1252,88.10000,2.07900,1.00000,0.00000
10336,1282,88.10000,2.07900,1.00000,0.00000
11396,1312,88.10000,2.07900,1.00000,0.00000
12562,1342,88.10000,2.07900,1.00000,0.00000
13845,1372,88.10000,2.07900,1.00000,0.00000
15257,1402,88.10000,2.07900,1.00000,0.00000
16811,1432,88.10000,2.07900,1.00000,0.00000
18521,1462,88.10000,2.07900,1.00000,0.00000
20402,1492,88.10000,2.07900,1.00000,0.00000
22472,1522,88.10000,2.07900,1.00000,0.00000
24749,1552,88.10000,2.07900,1.00000,0.00000
27254,1582,88.10000,2.07900,1.00000,0.00000
30010,1612,88.10000,2.07900,1.00000,0.00000
33042,1642,88.10000,2.07900,1.00000,0.00000
36378,1672,88.10000,2.07900,1.00000,0.00000
40048,1702,88.10000,2.07900,1.00000,0.00000
44085,1732,88.10000,2.07900,1.00000,0.00000
48526,1762,88.10000,2.07900,1.00000,0.00000
53412,1792,88.10000,2.07900,1.00000,0.00000
58787,1822,88.10000,2.07900,1.00000,0.00000
64700,1852,88.10000,2.07900,1.00000,0.00000
71205,1882,88.10000,2.07900,1.00000,0.00000
78361,1912,88.10000,2.07900,1.00000,0.00000
86233,1942,88.10000,2.07900,1.00000,0.00000
94893,1972,88.10000,2.07900,1.00000,0.00000
104419,2002,88.10000,2.07900,1.00000,0.00000
114898,2032,88.10000,2.07900,1.00000,0.00000
126425,2062,88.10000,2.07900,1.00000,0.00000
