all_docs,limited_docs,positives_mean,positives_stdev,recall_mean,recall_stdev
1,1,0.00000,0.00000,0.00000,0.00000
3,3,0.10000,0.31623,0.00145,0.00458
6,6,0.10000,0.31623,0.00145,0.00458
10,10,0.10000,0.31623,0.00145,0.00458
15,15,0.50000,0.52705,0.00723,0.00762
21,21,1.40000,1.17379,0.02034,0.01705
28,28,2.80000,2.14994,0.04073,0.03106
36,36,6.20000,3.58391,0.09070,0.05161
45,45,10.30000,5.88878,0.15087,0.08455
55,55,16.00000,7.77460,0.23501,0.11065
66,66,22.60000,8.44854,0.33293,0.11847
79,79,29.60000,9.20386,0.43686,0.12752
94,94,35.40000,8.05812,0.52408,0.11191
111,111,42.40000,6.39792,0.62825,0.08440
130,130,47.20000,5.76965,0.69963,0.07405
151,151,52.60000,3.43835,0.78038,0.03891
175,175,56.80000,2.34758,0.84342,0.03571
202,202,58.70000,1.33749,0.87197,0.03357
232,232,60.00000,1.05409,0.89133,0.03334
265,262,61.40000,1.26491,0.91220,0.03733
302,292,62.20000,1.39841,0.92379,0.02995
343,322,63.30000,2.05751,0.94002,0.03421
389,352,64.20000,1.75119,0.95336,0.02940
440,382,65.00000,2.10819,0.96491,0.02183
497,412,65.80000,2.57337,0.97651,0.01858
560,442,66.50000,2.87711,0.98676,0.01911
630,472,66.90000,2.72641,0.99267,0.01045
707,502,67.00000,2.78887,0.99412,0.01035
792,532,67.10000,2.72641,0.99561,0.00707
886,562,67.10000,2.72641,0.99561,0.00707
990,592,67.20000,2.69979,0.99710,0.00611
1105,622,67.20000,2.69979,0.99710,0.00611
1232,652,67.20000,2.69979,0.99710,0.00611
1372,682,67.20000,2.69979,0.99710,0.00611
1526,712,67.20000,2.69979,0.99710,0.00611
1696,742,67.20000,2.69979,0.99710,0.00611
1883,772,67.30000,2.75076,0.99855,0.00458
2089,802,67.30000,2.75076,0.99855,0.00458
2316,832,67.40000,2.79682,1.00000,0.00000
2566,862,67.40000,2.79682,1.00000,0.00000
2841,892,67.40000,2.79682,1.00000,0.00000
3144,922,67.40000,2.79682,1.00000,0.00000
3478,952,67.40000,2.79682,1.00000,0.00000
3846,982,67.40000,2.79682,1.00000,0.00000
4251,1012,67.40000,2.79682,1.00000,0.00000
4697,1042,67.40000,2.79682,1.00000,0.00000
5188,1072,67.40000,2.79682,1.00000,0.00000
5729,1102,67.40000,2.79682,1.00000,0.00000
6325,1132,67.40000,2.79682,1.00000,0.00000
6981,1162,67.40000,2.79682,1.00000,0.00000
7703,1192,67.40000,2.79682,1.00000,0.00000
8498,1222,67.40000,2.79682,1.00000,0.00000
9373,1252,67.40000,2.79682,1.00000,0.00000
10336,1282,67.40000,2.79682,1.00000,0.00000
11396,1312,67.40000,2.79682,1.00000,0.00000
12562,1342,67.40000,2.79682,1.00000,0.00000
13845,1372,67.40000,2.79682,1.00000,0.00000
15257,1402,67.40000,2.79682,1.00000,0.00000
16811,1432,67.40000,2.79682,1.00000,0.00000
18521,1462,67.40000,2.79682,1.00000,0.00000
20402,1492,67.40000,2.79682,1.00000,0.00000
22472,1522,67.40000,2.79682,1.00000,0.00000
24749,1552,67.40000,2.79682,1.00000,0.00000
27254,1582,67.40000,2.79682,1.00000,0.00000
30010,1612,67.40000,2.79682,1.00000,0.00000
33042,1642,67.40000,2.79682,1.00000,0.00000
36378,1672,67.40000,2.79682,1.00000,0.00000
40048,1702,67.40000,2.79682,1.00000,0.00000
44085,1732,67.40000,2.79682,1.00000,0.00000
48526,1762,67.40000,2.79682,1.00000,0.00000
53412,1792,67.40000,2.79682,1.00000,0.00000
58787,1822,67.40000,2.79682,1.00000,0.00000
64700,1852,67.40000,2.79682,1.00000,0.00000
71205,1882,67.40000,2.79682,1.00000,0.00000
78361,1912,67.40000,2.79682,1.00000,0.00000
86233,1942,67.40000,2.79682,1.00000,0.00000
94893,1972,67.40000,2.79682,1.00000,0.00000
104419,2002,67.40000,2.79682,1.00000,0.00000
114898,2032,67.40000,2.79682,1.00000,0.00000
126425,2062,67.40000,2.79682,1.00000,0.00000
