positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
1,6,6,0.01235
3,10,10,0.03704
4,15,15,0.04938
6,21,21,0.07407
8,28,28,0.09877
10,36,36,0.12346
10,45,45,0.12346
12,55,55,0.14815
12,66,66,0.14815
15,79,79,0.18519
20,94,94,0.24691
23,111,111,0.28395
29,130,130,0.35802
37,151,151,0.45679
44,175,175,0.54321
51,202,202,0.62963
57,232,232,0.70370
60,265,262,0.74074
67,302,292,0.82716
70,343,322,0.86420
72,389,352,0.88889
73,440,382,0.90123
76,497,412,0.93827
76,560,442,0.93827
78,630,472,0.96296
78,707,502,0.96296
80,792,532,0.98765
80,886,562,0.98765
80,990,592,0.98765
80,1105,622,0.98765
81,1232,652,1.00000
81,1372,682,1.00000
81,1526,712,1.00000
81,1696,742,1.00000
81,1883,772,1.00000
81,2089,802,1.00000
81,2316,832,1.00000
81,2566,862,1.00000
81,2841,892,1.00000
81,3144,922,1.00000
81,3478,952,1.00000
81,3846,982,1.00000
81,4251,1012,1.00000
81,4697,1042,1.00000
81,5188,1072,1.00000
81,5729,1102,1.00000
81,6325,1132,1.00000
81,6981,1162,1.00000
81,7703,1192,1.00000
81,8498,1222,1.00000
81,9373,1252,1.00000
81,10336,1282,1.00000
81,11396,1312,1.00000
81,12562,1342,1.00000
81,13845,1372,1.00000
81,15257,1402,1.00000
81,16811,1432,1.00000
81,18521,1462,1.00000
81,20402,1492,1.00000
81,22472,1522,1.00000
81,24749,1552,1.00000
81,27254,1582,1.00000
81,30010,1612,1.00000
81,33042,1642,1.00000
81,36378,1672,1.00000
81,40048,1702,1.00000
81,44085,1732,1.00000
81,48526,1762,1.00000
81,53412,1792,1.00000
81,58787,1822,1.00000
81,64700,1852,1.00000
81,71205,1882,1.00000
81,78361,1912,1.00000
81,86233,1942,1.00000
81,94893,1972,1.00000
81,104419,2002,1.00000
81,114898,2032,1.00000
81,126425,2062,1.00000
