positives,all_docs,limited_docs,recall
0,1,1,0.00000
1,3,3,0.01190
1,6,6,0.01190
4,10,10,0.04762
5,15,15,0.05952
7,21,21,0.08333
8,28,28,0.09524
8,36,36,0.09524
11,45,45,0.13095
13,55,55,0.15476
15,66,66,0.17857
16,79,79,0.19048
20,94,94,0.23810
26,111,111,0.30952
33,130,130,0.39286
42,151,151,0.50000
51,175,175,0.60714
54,202,202,0.64286
56,232,232,0.66667
60,265,262,0.71429
64,302,292,0.76190
67,343,322,0.79762
73,389,352,0.86905
73,440,382,0.86905
76,497,412,0.90476
77,560,442,0.91667
80,630,472,0.95238
81,707,502,0.96429
82,792,532,0.97619
82,886,562,0.97619
82,990,592,0.97619
83,1105,622,0.98810
83,1232,652,0.98810
83,1372,682,0.98810
83,1526,712,0.98810
83,1696,742,0.98810
83,1883,772,0.98810
83,2089,802,0.98810
83,2316,832,0.98810
83,2566,862,0.98810
83,2841,892,0.98810
84,3144,922,1.00000
84,3478,952,1.00000
84,3846,982,1.00000
84,4251,1012,1.00000
84,4697,1042,1.00000
84,5188,1072,1.00000
84,5729,1102,1.00000
84,6325,1132,1.00000
84,6981,1162,1.00000
84,7703,1192,1.00000
84,8498,1222,1.00000
84,9373,1252,1.00000
84,10336,1282,1.00000
84,11396,1312,1.00000
84,12562,1342,1.00000
84,13845,1372,1.00000
84,15257,1402,1.00000
84,16811,1432,1.00000
84,18521,1462,1.00000
84,20402,1492,1.00000
84,22472,1522,1.00000
84,24749,1552,1.00000
84,27254,1582,1.00000
84,30010,1612,1.00000
84,33042,1642,1.00000
84,36378,1672,1.00000
84,40048,1702,1.00000
84,44085,1732,1.00000
84,48526,1762,1.00000
84,53412,1792,1.00000
84,58787,1822,1.00000
84,64700,1852,1.00000
84,71205,1882,1.00000
84,78361,1912,1.00000
84,86233,1942,1.00000
84,94893,1972,1.00000
84,104419,2002,1.00000
84,114898,2032,1.00000
84,126425,2062,1.00000
