all_docs,limited_docs,positives_mean,positives_stdev,recall_mean,recall_stdev
1,1,0.00000,0.00000,0.00000,0.00000
3,3,0.60000,0.51640,0.00684,0.00589
6,6,1.40000,0.51640,0.01600,0.00575
10,10,3.10000,0.99443,0.03557,0.01150
15,15,5.30000,1.33749,0.06060,0.01458
21,21,6.80000,1.03280,0.07784,0.01101
28,28,8.20000,0.91894,0.09396,0.01024
36,36,9.50000,1.08012,0.10883,0.01191
45,45,10.70000,1.41814,0.12252,0.01504
55,55,12.70000,1.88856,0.14548,0.02081
66,66,14.30000,2.31181,0.16363,0.02448
79,79,16.10000,2.76687,0.18425,0.02955
94,94,19.80000,2.14994,0.22699,0.02508
111,111,23.90000,3.21282,0.27389,0.03623
130,130,29.90000,3.60401,0.34291,0.04293
151,151,36.20000,5.63323,0.41542,0.06777
175,175,43.90000,4.99889,0.50381,0.06337
202,202,51.20000,3.22490,0.58710,0.04180
232,232,56.50000,3.59784,0.64780,0.04505
265,262,61.50000,2.54951,0.70495,0.03168
302,292,66.10000,2.07900,0.75781,0.03158
343,322,68.70000,2.58414,0.78764,0.03713
389,352,72.70000,1.63639,0.83354,0.03112
440,382,76.90000,2.84605,0.88109,0.02387
497,412,79.80000,2.65832,0.91438,0.02303
560,442,81.00000,3.26599,0.92799,0.02631
630,472,82.40000,2.63312,0.94423,0.02459
707,502,82.80000,2.65832,0.94877,0.02281
792,532,83.60000,2.06559,0.95808,0.02149
886,562,84.00000,2.21108,0.96259,0.01944
990,592,84.30000,2.40601,0.96591,0.01566
1105,622,84.70000,2.31181,0.97053,0.01580
1232,652,85.20000,2.39444,0.97622,0.01453
1372,682,85.40000,2.45855,0.97849,0.01454
1526,712,85.60000,2.67499,0.98073,0.01514
1696,742,85.80000,2.61619,0.98303,0.01437
1883,772,86.10000,2.68535,0.98641,0.01164
2089,802,86.30000,2.98329,0.98861,0.01195
2316,832,86.70000,2.98329,0.99317,0.00956
2566,862,86.80000,2.97396,0.99430,0.00801
2841,892,86.90000,2.99815,0.99543,0.00591
3144,922,87.20000,2.93636,0.99888,0.00355
3478,952,87.30000,2.98329,1.00000,0.00000
3846,982,87.30000,2.98329,1.00000,0.00000
4251,1012,87.30000,2.98329,1.00000,0.00000
4697,1042,87.30000,2.98329,1.00000,0.00000
5188,1072,87.30000,2.98329,1.00000,0.00000
5729,1102,87.30000,2.98329,1.00000,0.00000
6325,1132,87.30000,2.98329,1.00000,0.00000
6981,1162,87.30000,2.98329,1.00000,0.00000
7703,1192,87.30000,2.98329,1.00000,0.00000
8498,1222,87.30000,2.98329,1.00000,0.00000
9373,1252,87.30000,2.98329,1.00000,0.00000
10336,1282,87.30000,2.98329,1.00000,0.00000
11396,1312,87.30000,2.98329,1.00000,0.00000
12562,1342,87.30000,2.98329,1.00000,0.00000
13845,1372,87.30000,2.98329,1.00000,0.00000
15257,1402,87.30000,2.98329,1.00000,0.00000
16811,1432,87.30000,2.98329,1.00000,0.00000
18521,1462,87.30000,2.98329,1.00000,0.00000
20402,1492,87.30000,2.98329,1.00000,0.00000
22472,1522,87.30000,2.98329,1.00000,0.00000
24749,1552,87.30000,2.98329,1.00000,0.00000
27254,1582,87.30000,2.98329,1.00000,0.00000
30010,1612,87.30000,2.98329,1.00000,0.00000
33042,1642,87.30000,2.98329,1.00000,0.00000
36378,1672,87.30000,2.98329,1.00000,0.00000
40048,1702,87.30000,2.98329,1.00000,0.00000
44085,1732,87.30000,2.98329,1.00000,0.00000
48526,1762,87.30000,2.98329,1.00000,0.00000
53412,1792,87.30000,2.98329,1.00000,0.00000
58787,1822,87.30000,2.98329,1.00000,0.00000
64700,1852,87.30000,2.98329,1.00000,0.00000
71205,1882,87.30000,2.98329,1.00000,0.00000
78361,1912,87.30000,2.98329,1.00000,0.00000
86233,1942,87.30000,2.98329,1.00000,0.00000
94893,1972,87.30000,2.98329,1.00000,0.00000
104419,2002,87.30000,2.98329,1.00000,0.00000
114898,2032,87.30000,2.98329,1.00000,0.00000
126425,2062,87.30000,2.98329,1.00000,0.00000
