positives,all_docs,limited_docs,recall
0,1,1,0.00000
1,3,3,0.01099
1,6,6,0.01099
3,10,10,0.03297
6,15,15,0.06593
8,21,21,0.08791
9,28,28,0.09890
10,36,36,0.10989
11,45,45,0.12088
15,55,55,0.16484
16,66,66,0.17582
19,79,79,0.20879
20,94,94,0.21978
23,111,111,0.25275
27,130,130,0.29670
31,151,151,0.34066
40,175,175,0.43956
51,202,202,0.56044
53,232,232,0.58242
60,265,262,0.65934
67,302,292,0.73626
70,343,322,0.76923
74,389,352,0.81319
79,440,382,0.86813
83,497,412,0.91209
86,560,442,0.94505
86,630,472,0.94505
87,707,502,0.95604
87,792,532,0.95604
88,886,562,0.96703
89,990,592,0.97802
89,1105,622,0.97802
89,1232,652,0.97802
89,1372,682,0.97802
89,1526,712,0.97802
89,1696,742,0.97802
89,1883,772,0.97802
91,2089,802,1.00000
91,2316,832,1.00000
91,2566,862,1.00000
91,2841,892,1.00000
91,3144,922,1.00000
91,3478,952,1.00000
91,3846,982,1.00000
91,4251,1012,1.00000
91,4697,1042,1.00000
91,5188,1072,1.00000
91,5729,1102,1.00000
91,6325,1132,1.00000
91,6981,1162,1.00000
91,7703,1192,1.00000
91,8498,1222,1.00000
91,9373,1252,1.00000
91,10336,1282,1.00000
91,11396,1312,1.00000
91,12562,1342,1.00000
91,13845,1372,1.00000
91,15257,1402,1.00000
91,16811,1432,1.00000
91,18521,1462,1.00000
91,20402,1492,1.00000
91,22472,1522,1.00000
91,24749,1552,1.00000
91,27254,1582,1.00000
91,30010,1612,1.00000
91,33042,1642,1.00000
91,36378,1672,1.00000
91,40048,1702,1.00000
91,44085,1732,1.00000
91,48526,1762,1.00000
91,53412,1792,1.00000
91,58787,1822,1.00000
91,64700,1852,1.00000
91,71205,1882,1.00000
91,78361,1912,1.00000
91,86233,1942,1.00000
91,94893,1972,1.00000
91,104419,2002,1.00000
91,114898,2032,1.00000
91,126425,2062,1.00000
