positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
0,6,6,0.00000
0,10,10,0.00000
0,15,15,0.00000
0,21,21,0.00000
1,28,28,0.01429
1,36,36,0.01429
7,45,45,0.10000
12,55,55,0.17143
21,66,66,0.30000
30,79,79,0.42857
40,94,94,0.57143
46,111,111,0.65714
49,130,130,0.70000
54,151,151,0.77143
58,175,175,0.82857
62,202,202,0.88571
66,232,232,0.94286
68,265,262,0.97143
69,302,292,0.98571
69,343,322,0.98571
69,389,352,0.98571
69,440,382,0.98571
69,497,412,0.98571
69,560,442,0.98571
69,630,472,0.98571
69,707,502,0.98571
69,792,532,0.98571
69,886,562,0.98571
70,990,592,1.00000
70,1105,622,1.00000
70,1232,652,1.00000
70,1372,682,1.00000
70,1526,712,1.00000
70,1696,742,1.00000
70,1883,772,1.00000
70,2089,802,1.00000
70,2316,832,1.00000
70,2566,862,1.00000
70,2841,892,1.00000
70,3144,922,1.00000
70,3478,952,1.00000
70,3846,982,1.00000
70,4251,1012,1.00000
70,4697,1042,1.00000
70,5188,1072,1.00000
70,5729,1102,1.00000
70,6325,1132,1.00000
70,6981,1162,1.00000
70,7703,1192,1.00000
70,8498,1222,1.00000
70,9373,1252,1.00000
70,10336,1282,1.00000
70,11396,1312,1.00000
70,12562,1342,1.00000
70,13845,1372,1.00000
70,15257,1402,1.00000
70,16811,1432,1.00000
70,18521,1462,1.00000
70,20402,1492,1.00000
70,22472,1522,1.00000
70,24749,1552,1.00000
70,27254,1582,1.00000
70,30010,1612,1.00000
70,33042,1642,1.00000
70,36378,1672,1.00000
70,40048,1702,1.00000
70,44085,1732,1.00000
70,48526,1762,1.00000
70,53412,1792,1.00000
70,58787,1822,1.00000
70,64700,1852,1.00000
70,71205,1882,1.00000
70,78361,1912,1.00000
70,86233,1942,1.00000
70,94893,1972,1.00000
70,104419,2002,1.00000
70,114898,2032,1.00000
70,126425,2062,1.00000
