all_docs,limited_docs,positives_mean,positives_stdev,recall_mean,recall_stdev
1,1,0.00000,0.00000,0.00000,0.00000
3,3,0.00000,0.00000,0.00000,0.00000
6,6,0.00000,0.00000,0.00000,0.00000
10,10,0.00000,0.00000,0.00000,0.00000
15,15,0.30000,0.48305,0.00419,0.00674
21,21,0.50000,0.52705,0.00693,0.00730
28,28,1.90000,1.96921,0.02643,0.02755
36,36,4.20000,3.76534,0.05819,0.05243
45,45,9.20000,6.46013,0.12754,0.09020
55,55,15.40000,8.09938,0.21302,0.11349
66,66,22.80000,9.90847,0.31498,0.13863
79,79,30.50000,8.84747,0.42096,0.12471
94,94,38.90000,7.92254,0.53677,0.11354
111,111,45.00000,6.78233,0.62072,0.09891
130,130,50.70000,5.20790,0.69887,0.07565
151,151,56.70000,4.94526,0.78141,0.07145
175,175,61.40000,3.09839,0.84604,0.04591
202,202,64.60000,2.11870,0.89016,0.03475
232,232,66.90000,2.02485,0.92193,0.03596
265,262,68.50000,1.43372,0.94399,0.03106
302,292,69.70000,0.67495,0.96043,0.02206
343,322,70.80000,1.13529,0.97539,0.01528
389,352,71.10000,1.10050,0.97954,0.01577
440,382,71.50000,1.17851,0.98500,0.01331
497,412,72.00000,1.49071,0.99178,0.00953
560,442,72.10000,1.52388,0.99313,0.00725
630,472,72.10000,1.52388,0.99313,0.00725
707,502,72.10000,1.52388,0.99313,0.00725
792,532,72.10000,1.52388,0.99313,0.00725
886,562,72.10000,1.52388,0.99313,0.00725
990,592,72.20000,1.31656,0.99456,0.00703
1105,622,72.30000,1.41814,0.99591,0.00659
1232,652,72.40000,1.50555,0.99726,0.00578
1372,682,72.60000,1.50555,1.00000,0.00000
1526,712,72.60000,1.50555,1.00000,0.00000
1696,742,72.60000,1.50555,1.00000,0.00000
1883,772,72.60000,1.50555,1.00000,0.00000
2089,802,72.60000,1.50555,1.00000,0.00000
2316,832,72.60000,1.50555,1.00000,0.00000
2566,862,72.60000,1.50555,1.00000,0.00000
2841,892,72.60000,1.50555,1.00000,0.00000
3144,922,72.60000,1.50555,1.00000,0.00000
3478,952,72.60000,1.50555,1.00000,0.00000
3846,982,72.60000,1.50555,1.00000,0.00000
4251,1012,72.60000,1.50555,1.00000,0.00000
4697,1042,72.60000,1.50555,1.00000,0.00000
5188,1072,72.60000,1.50555,1.00000,0.00000
5729,1102,72.60000,1.50555,1.00000,0.00000
6325,1132,72.60000,1.50555,1.00000,0.00000
6981,1162,72.60000,1.50555,1.00000,0.00000
7703,1192,72.60000,1.50555,1.00000,0.00000
8498,1222,72.60000,1.50555,1.00000,0.00000
9373,1252,72.60000,1.50555,1.00000,0.00000
10336,1282,72.60000,1.50555,1.00000,0.00000
11396,1312,72.60000,1.50555,1.00000,0.00000
12562,1342,72.60000,1.50555,1.00000,0.00000
13845,1372,72.60000,1.50555,1.00000,0.00000
15257,1402,72.60000,1.50555,1.00000,0.00000
16811,1432,72.60000,1.50555,1.00000,0.00000
18521,1462,72.60000,1.50555,1.00000,0.00000
20402,1492,72.60000,1.50555,1.00000,0.00000
22472,1522,72.60000,1.50555,1.00000,0.00000
24749,1552,72.60000,1.50555,1.00000,0.00000
27254,1582,72.60000,1.50555,1.00000,0.00000
30010,1612,72.60000,1.50555,1.00000,0.00000
33042,1642,72.60000,1.50555,1.00000,0.00000
36378,1672,72.60000,1.50555,1.00000,0.00000
40048,1702,72.60000,1.50555,1.00000,0.00000
44085,1732,72.60000,1.50555,1.00000,0.00000
48526,1762,72.60000,1.50555,1.00000,0.00000
53412,1792,72.60000,1.50555,1.00000,0.00000
58787,1822,72.60000,1.50555,1.00000,0.00000
64700,1852,72.60000,1.50555,1.00000,0.00000
71205,1882,72.60000,1.50555,1.00000,0.00000
78361,1912,72.60000,1.50555,1.00000,0.00000
86233,1942,72.60000,1.50555,1.00000,0.00000
94893,1972,72.60000,1.50555,1.00000,0.00000
104419,2002,72.60000,1.50555,1.00000,0.00000
114898,2032,72.60000,1.50555,1.00000,0.00000
126425,2062,72.60000,1.50555,1.00000,0.00000
