all_docs,limited_docs,positives_mean,positives_stdev,recall_mean,recall_stdev
1,1,0.00000,0.00000,0.00000,0.00000
3,3,0.00000,0.00000,0.00000,0.00000
6,6,0.10000,0.31623,0.00061,0.00192
10,10,0.20000,0.42164,0.00109,0.00231
15,15,0.60000,0.69921,0.00293,0.00339
21,21,1.90000,0.99443,0.00891,0.00446
28,28,4.60000,2.27058,0.02150,0.01007
36,36,8.60000,4.50185,0.03983,0.01992
45,45,14.50000,6.43342,0.06745,0.02862
55,55,19.60000,8.07190,0.09111,0.03570
66,66,26.70000,9.90006,0.12460,0.04338
79,79,34.40000,12.48288,0.16032,0.05483
94,94,42.30000,14.78776,0.19723,0.06555
111,111,51.00000,16.04161,0.23861,0.07025
130,130,60.60000,18.50646,0.28408,0.08255
151,151,70.10000,21.20508,0.32849,0.09336
175,175,79.20000,23.46061,0.37127,0.10319
202,202,88.70000,26.82060,0.41564,0.11904
232,232,97.30000,28.09923,0.45657,0.12325
265,262,106.00000,29.45430,0.49763,0.12625
302,292,115.50000,29.36457,0.54341,0.12173
343,322,124.90000,27.69456,0.58913,0.10598
389,352,133.60000,26.72577,0.63137,0.09595
440,382,141.50000,22.25234,0.67110,0.06477
497,412,148.50000,20.81266,0.70541,0.05402
560,442,157.00000,21.09766,0.74617,0.05093
630,472,162.40000,20.82306,0.77233,0.04868
707,502,169.30000,18.94466,0.80623,0.03448
792,532,174.50000,18.75722,0.83128,0.03005
886,562,178.90000,17.84159,0.85286,0.02359
990,592,182.80000,18.02344,0.87150,0.02263
1105,622,187.00000,18.85029,0.89129,0.02446
1232,652,190.20000,19.30918,0.90651,0.02661
1372,682,193.60000,19.20185,0.92290,0.02179
1526,712,195.80000,19.08926,0.93353,0.02162
1696,742,198.60000,19.13809,0.94693,0.01784
1883,772,200.50000,18.08775,0.95650,0.01006
2089,802,201.50000,18.16743,0.96128,0.01053
2316,832,203.40000,18.02591,0.97047,0.00847
2566,862,204.50000,17.15453,0.97613,0.00723
2841,892,205.50000,17.10263,0.98096,0.00712
3144,922,206.10000,16.46174,0.98413,0.00651
3478,952,206.40000,16.59451,0.98551,0.00591
3846,982,206.60000,16.70795,0.98643,0.00555
4251,1012,207.50000,17.11562,0.99058,0.00463
4697,1042,208.10000,17.34903,0.99338,0.00575
5188,1072,208.40000,17.50048,0.99475,0.00340
5729,1102,208.60000,17.25753,0.99582,0.00340
6325,1132,208.80000,17.22272,0.99679,0.00378
6981,1162,208.90000,17.30414,0.99724,0.00387
7703,1192,209.00000,17.31409,0.99771,0.00320
8498,1222,209.10000,17.30414,0.99819,0.00314
9373,1252,209.20000,17.39604,0.99863,0.00220
10336,1282,209.20000,17.39604,0.99863,0.00220
11396,1312,209.30000,17.49317,0.99908,0.00194
12562,1342,209.30000,17.49317,0.99908,0.00194
13845,1372,209.30000,17.49317,0.99908,0.00194
15257,1402,209.30000,17.49317,0.99908,0.00194
16811,1432,209.30000,17.49317,0.99908,0.00194
18521,1462,209.30000,17.49317,0.99908,0.00194
20402,1492,209.40000,17.57018,0.99953,0.00149
22472,1522,209.40000,17.57018,0.99953,0.00149
24749,1552,209.40000,17.57018,0.99953,0.00149
27254,1582,209.40000,17.57018,0.99953,0.00149
30010,1612,209.40000,17.57018,0.99953,0.00149
33042,1642,209.40000,17.57018,0.99953,0.00149
36378,1672,209.40000,17.57018,0.99953,0.00149
40048,1702,209.40000,17.57018,0.99953,0.00149
44085,1732,209.40000,17.57018,0.99953,0.00149
48526,1762,209.40000,17.57018,0.99953,0.00149
53412,1792,209.40000,17.57018,0.99953,0.00149
58787,1822,209.50000,17.58314,1.00000,0.00000
64700,1852,209.50000,17.58314,1.00000,0.00000
71205,1882,209.50000,17.58314,1.00000,0.00000
78361,1912,209.50000,17.58314,1.00000,0.00000
86233,1942,209.50000,17.58314,1.00000,0.00000
94893,1972,209.50000,17.58314,1.00000,0.00000
104419,2002,209.50000,17.58314,1.00000,0.00000
114898,2032,209.50000,17.58314,1.00000,0.00000
126425,2062,209.50000,17.58314,1.00000,0.00000
