positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
1,6,6,0.00606
1,10,10,0.00606
1,15,15,0.00606
1,21,21,0.00606
1,28,28,0.00606
1,36,36,0.00606
1,45,45,0.00606
1,55,55,0.00606
3,66,66,0.01818
3,79,79,0.01818
3,94,94,0.01818
7,111,111,0.04242
9,130,130,0.05455
11,151,151,0.06667
13,175,175,0.07879
13,202,202,0.07879
18,232,232,0.10909
23,265,262,0.13939
33,302,292,0.20000
48,343,322,0.29091
60,389,352,0.36364
81,440,382,0.49091
92,497,412,0.55758
101,560,442,0.61212
107,630,472,0.64848
119,707,502,0.72121
125,792,532,0.75758
133,886,562,0.80606
136,990,592,0.82424
137,1105,622,0.83030
139,1232,652,0.84242
144,1372,682,0.87273
146,1526,712,0.88485
149,1696,742,0.90303
154,1883,772,0.93333
155,2089,802,0.93939
157,2316,832,0.95152
160,2566,862,0.96970
161,2841,892,0.97576
164,3144,922,0.99394
164,3478,952,0.99394
164,3846,982,0.99394
164,4251,1012,0.99394
164,4697,1042,0.99394
164,5188,1072,0.99394
165,5729,1102,1.00000
165,6325,1132,1.00000
165,6981,1162,1.00000
165,7703,1192,1.00000
165,8498,1222,1.00000
165,9373,1252,1.00000
165,10336,1282,1.00000
165,11396,1312,1.00000
165,12562,1342,1.00000
165,13845,1372,1.00000
165,15257,1402,1.00000
165,16811,1432,1.00000
165,18521,1462,1.00000
165,20402,1492,1.00000
165,22472,1522,1.00000
165,24749,1552,1.00000
165,27254,1582,1.00000
165,30010,1612,1.00000
165,33042,1642,1.00000
165,36378,1672,1.00000
165,40048,1702,1.00000
165,44085,1732,1.00000
165,48526,1762,1.00000
165,53412,1792,1.00000
165,58787,1822,1.00000
165,64700,1852,1.00000
165,71205,1882,1.00000
165,78361,1912,1.00000
165,86233,1942,1.00000
165,94893,1972,1.00000
165,104419,2002,1.00000
165,114898,2032,1.00000
165,126425,2062,1.00000
