positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
0,6,6,0.00000
0,10,10,0.00000
0,15,15,0.00000
2,21,21,0.00889
5,28,28,0.02222
12,36,36,0.05333
20,45,45,0.08889
28,55,55,0.12444
37,66,66,0.16444
44,79,79,0.19556
53,94,94,0.23556
59,111,111,0.26222
64,130,130,0.28444
78,151,151,0.34667
90,175,175,0.40000
103,202,202,0.45778
112,232,232,0.49778
124,265,262,0.55111
131,302,292,0.58222
144,343,322,0.64000
152,389,352,0.67556
159,440,382,0.70667
165,497,412,0.73333
174,560,442,0.77333
177,630,472,0.78667
184,707,502,0.81778
192,792,532,0.85333
196,886,562,0.87111
197,990,592,0.87556
201,1105,622,0.89333
204,1232,652,0.90667
210,1372,682,0.93333
211,1526,712,0.93778
215,1696,742,0.95556
217,1883,772,0.96444
218,2089,802,0.96889
218,2316,832,0.96889
219,2566,862,0.97333
219,2841,892,0.97333
221,3144,922,0.98222
221,3478,952,0.98222
222,3846,982,0.98667
222,4251,1012,0.98667
222,4697,1042,0.98667
223,5188,1072,0.99111
223,5729,1102,0.99111
223,6325,1132,0.99111
223,6981,1162,0.99111
223,7703,1192,0.99111
223,8498,1222,0.99111
224,9373,1252,0.99556
224,10336,1282,0.99556
225,11396,1312,1.00000
225,12562,1342,1.00000
225,13845,1372,1.00000
225,15257,1402,1.00000
225,16811,1432,1.00000
225,18521,1462,1.00000
225,20402,1492,1.00000
225,22472,1522,1.00000
225,24749,1552,1.00000
225,27254,1582,1.00000
225,30010,1612,1.00000
225,33042,1642,1.00000
225,36378,1672,1.00000
225,40048,1702,1.00000
225,44085,1732,1.00000
225,48526,1762,1.00000
225,53412,1792,1.00000
225,58787,1822,1.00000
225,64700,1852,1.00000
225,71205,1882,1.00000
225,78361,1912,1.00000
225,86233,1942,1.00000
225,94893,1972,1.00000
225,104419,2002,1.00000
225,114898,2032,1.00000
225,126425,2062,1.00000
