positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
0,6,6,0.00000
0,10,10,0.00000
0,15,15,0.00000
1,21,21,0.00469
4,28,28,0.01878
7,36,36,0.03286
15,45,45,0.07042
16,55,55,0.07512
23,66,66,0.10798
33,79,79,0.15493
44,94,94,0.20657
53,111,111,0.24883
64,130,130,0.30047
75,151,151,0.35211
84,175,175,0.39437
96,202,202,0.45070
108,232,232,0.50704
116,265,262,0.54460
124,302,292,0.58216
132,343,322,0.61972
141,389,352,0.66197
148,440,382,0.69484
152,497,412,0.71362
158,560,442,0.74178
164,630,472,0.76995
169,707,502,0.79343
176,792,532,0.82629
178,886,562,0.83568
184,990,592,0.86385
188,1105,622,0.88263
189,1232,652,0.88732
191,1372,682,0.89671
193,1526,712,0.90610
199,1696,742,0.93427
204,1883,772,0.95775
206,2089,802,0.96714
209,2316,832,0.98122
209,2566,862,0.98122
209,2841,892,0.98122
209,3144,922,0.98122
210,3478,952,0.98592
210,3846,982,0.98592
212,4251,1012,0.99531
213,4697,1042,1.00000
213,5188,1072,1.00000
213,5729,1102,1.00000
213,6325,1132,1.00000
213,6981,1162,1.00000
213,7703,1192,1.00000
213,8498,1222,1.00000
213,9373,1252,1.00000
213,10336,1282,1.00000
213,11396,1312,1.00000
213,12562,1342,1.00000
213,13845,1372,1.00000
213,15257,1402,1.00000
213,16811,1432,1.00000
213,18521,1462,1.00000
213,20402,1492,1.00000
213,22472,1522,1.00000
213,24749,1552,1.00000
213,27254,1582,1.00000
213,30010,1612,1.00000
213,33042,1642,1.00000
213,36378,1672,1.00000
213,40048,1702,1.00000
213,44085,1732,1.00000
213,48526,1762,1.00000
213,53412,1792,1.00000
213,58787,1822,1.00000
213,64700,1852,1.00000
213,71205,1882,1.00000
213,78361,1912,1.00000
213,86233,1942,1.00000
213,94893,1972,1.00000
213,104419,2002,1.00000
213,114898,2032,1.00000
213,126425,2062,1.00000
