positives,all_docs,limited_docs,recall
1,1,1,0.01370
2,3,3,0.02740
4,6,6,0.05479
8,10,10,0.10959
12,15,15,0.16438
18,21,21,0.24658
25,28,28,0.34247
33,36,36,0.45205
38,45,45,0.52055
46,55,55,0.63014
54,66,66,0.73973
60,79,79,0.82192
63,94,94,0.86301
67,111,111,0.91781
70,130,130,0.95890
70,151,151,0.95890
70,175,175,0.95890
70,202,202,0.95890
70,232,232,0.95890
72,265,262,0.98630
73,302,292,1.00000
73,343,322,1.00000
73,389,352,1.00000
73,440,382,1.00000
73,497,412,1.00000
73,560,442,1.00000
73,630,472,1.00000
73,707,502,1.00000
73,792,532,1.00000
73,886,562,1.00000
73,990,592,1.00000
73,1105,622,1.00000
73,1232,652,1.00000
73,1372,682,1.00000
73,1526,712,1.00000
73,1696,742,1.00000
73,1883,772,1.00000
73,2089,802,1.00000
73,2316,832,1.00000
73,2566,862,1.00000
73,2841,892,1.00000
73,3144,922,1.00000
73,3478,952,1.00000
73,3846,982,1.00000
73,4251,1012,1.00000
73,4697,1042,1.00000
73,5188,1072,1.00000
73,5729,1102,1.00000
73,6325,1132,1.00000
73,6981,1162,1.00000
73,7703,1192,1.00000
73,8498,1222,1.00000
73,9373,1252,1.00000
73,10336,1282,1.00000
73,11396,1312,1.00000
73,12562,1342,1.00000
73,13845,1372,1.00000
73,15257,1402,1.00000
73,16811,1432,1.00000
73,18521,1462,1.00000
73,20402,1492,1.00000
73,22472,1522,1.00000
73,24749,1552,1.00000
73,27254,1582,1.00000
73,30010,1612,1.00000
73,33042,1642,1.00000
73,36378,1672,1.00000
73,40048,1702,1.00000
73,44085,1732,1.00000
73,48526,1762,1.00000
73,53412,1792,1.00000
73,58787,1822,1.00000
73,64700,1852,1.00000
73,71205,1882,1.00000
73,78361,1912,1.00000
73,86233,1942,1.00000
73,94893,1972,1.00000
73,104419,2002,1.00000
73,114898,2032,1.00000
73,126425,2062,1.00000
