positives,all_docs,limited_docs,recall
1,1,1,0.01316
2,3,3,0.02632
3,6,6,0.03947
7,10,10,0.09211
12,15,15,0.15789
17,21,21,0.22368
24,28,28,0.31579
32,36,36,0.42105
38,45,45,0.50000
43,55,55,0.56579
52,66,66,0.68421
56,79,79,0.73684
65,94,94,0.85526
66,111,111,0.86842
69,130,130,0.90789
69,151,151,0.90789
70,175,175,0.92105
70,202,202,0.92105
70,232,232,0.92105
73,265,262,0.96053
76,302,292,1.00000
76,343,322,1.00000
76,389,352,1.00000
76,440,382,1.00000
76,497,412,1.00000
76,560,442,1.00000
76,630,472,1.00000
76,707,502,1.00000
76,792,532,1.00000
76,886,562,1.00000
76,990,592,1.00000
76,1105,622,1.00000
76,1232,652,1.00000
76,1372,682,1.00000
76,1526,712,1.00000
76,1696,742,1.00000
76,1883,772,1.00000
76,2089,802,1.00000
76,2316,832,1.00000
76,2566,862,1.00000
76,2841,892,1.00000
76,3144,922,1.00000
76,3478,952,1.00000
76,3846,982,1.00000
76,4251,1012,1.00000
76,4697,1042,1.00000
76,5188,1072,1.00000
76,5729,1102,1.00000
76,6325,1132,1.00000
76,6981,1162,1.00000
76,7703,1192,1.00000
76,8498,1222,1.00000
76,9373,1252,1.00000
76,10336,1282,1.00000
76,11396,1312,1.00000
76,12562,1342,1.00000
76,13845,1372,1.00000
76,15257,1402,1.00000
76,16811,1432,1.00000
76,18521,1462,1.00000
76,20402,1492,1.00000
76,22472,1522,1.00000
76,24749,1552,1.00000
76,27254,1582,1.00000
76,30010,1612,1.00000
76,33042,1642,1.00000
76,36378,1672,1.00000
76,40048,1702,1.00000
76,44085,1732,1.00000
76,48526,1762,1.00000
76,53412,1792,1.00000
76,58787,1822,1.00000
76,64700,1852,1.00000
76,71205,1882,1.00000
76,78361,1912,1.00000
76,86233,1942,1.00000
76,94893,1972,1.00000
76,104419,2002,1.00000
76,114898,2032,1.00000
76,126425,2062,1.00000
