positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
0,6,6,0.00000
0,10,10,0.00000
0,15,15,0.00000
1,21,21,0.03448
3,28,28,0.10345
7,36,36,0.24138
13,45,45,0.44828
13,55,55,0.44828
14,66,66,0.48276
18,79,79,0.62069
23,94,94,0.79310
25,111,111,0.86207
26,130,130,0.89655
27,151,151,0.93103
27,175,175,0.93103
27,202,202,0.93103
27,232,232,0.93103
27,265,262,0.93103
27,302,292,0.93103
28,343,322,0.96552
29,389,352,1.00000
29,440,382,1.00000
29,497,412,1.00000
29,560,442,1.00000
29,630,472,1.00000
29,707,502,1.00000
29,792,532,1.00000
29,886,562,1.00000
29,990,592,1.00000
29,1105,622,1.00000
29,1232,652,1.00000
29,1372,682,1.00000
29,1526,712,1.00000
29,1696,742,1.00000
29,1883,772,1.00000
29,2089,802,1.00000
29,2316,832,1.00000
29,2566,862,1.00000
29,2841,892,1.00000
29,3144,922,1.00000
29,3478,952,1.00000
29,3846,982,1.00000
29,4251,1012,1.00000
29,4697,1042,1.00000
29,5188,1072,1.00000
29,5729,1102,1.00000
29,6325,1132,1.00000
29,6981,1162,1.00000
29,7703,1192,1.00000
29,8498,1222,1.00000
29,9373,1252,1.00000
29,10336,1282,1.00000
29,11396,1312,1.00000
29,12562,1342,1.00000
29,13845,1372,1.00000
29,15257,1402,1.00000
29,16811,1432,1.00000
29,18521,1462,1.00000
29,20402,1492,1.00000
29,22472,1522,1.00000
29,24749,1552,1.00000
29,27254,1582,1.00000
29,30010,1612,1.00000
29,33042,1642,1.00000
29,36378,1672,1.00000
29,40048,1702,1.00000
29,44085,1732,1.00000
29,48526,1762,1.00000
29,53412,1792,1.00000
29,58787,1822,1.00000
29,64700,1852,1.00000
29,71205,1882,1.00000
29,78361,1912,1.00000
29,86233,1942,1.00000
29,94893,1972,1.00000
29,104419,2002,1.00000
29,114898,2032,1.00000
29,126425,2062,1.00000
