positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
0,6,6,0.00000
0,10,10,0.00000
0,15,15,0.00000
1,21,21,0.03333
1,28,28,0.03333
2,36,36,0.06667
7,45,45,0.23333
12,55,55,0.40000
14,66,66,0.46667
17,79,79,0.56667
18,94,94,0.60000
22,111,111,0.73333
22,130,130,0.73333
24,151,151,0.80000
27,175,175,0.90000
27,202,202,0.90000
28,232,232,0.93333
30,265,262,1.00000
30,302,292,1.00000
30,343,322,1.00000
30,389,352,1.00000
30,440,382,1.00000
30,497,412,1.00000
30,560,442,1.00000
30,630,472,1.00000
30,707,502,1.00000
30,792,532,1.00000
30,886,562,1.00000
30,990,592,1.00000
30,1105,622,1.00000
30,1232,652,1.00000
30,1372,682,1.00000
30,1526,712,1.00000
30,1696,742,1.00000
30,1883,772,1.00000
30,2089,802,1.00000
30,2316,832,1.00000
30,2566,862,1.00000
30,2841,892,1.00000
30,3144,922,1.00000
30,3478,952,1.00000
30,3846,982,1.00000
30,4251,1012,1.00000
30,4697,1042,1.00000
30,5188,1072,1.00000
30,5729,1102,1.00000
30,6325,1132,1.00000
30,6981,1162,1.00000
30,7703,1192,1.00000
30,8498,1222,1.00000
30,9373,1252,1.00000
30,10336,1282,1.00000
30,11396,1312,1.00000
30,12562,1342,1.00000
30,13845,1372,1.00000
30,15257,1402,1.00000
30,16811,1432,1.00000
30,18521,1462,1.00000
30,20402,1492,1.00000
30,22472,1522,1.00000
30,24749,1552,1.00000
30,27254,1582,1.00000
30,30010,1612,1.00000
30,33042,1642,1.00000
30,36378,1672,1.00000
30,40048,1702,1.00000
30,44085,1732,1.00000
30,48526,1762,1.00000
30,53412,1792,1.00000
30,58787,1822,1.00000
30,64700,1852,1.00000
30,71205,1882,1.00000
30,78361,1912,1.00000
30,86233,1942,1.00000
30,94893,1972,1.00000
30,104419,2002,1.00000
30,114898,2032,1.00000
30,126425,2062,1.00000
