all_docs,limited_docs,positives_mean,positives_stdev,recall_mean,recall_stdev
1,1,0.00000,0.00000,0.00000,0.00000
3,3,0.00000,0.00000,0.00000,0.00000
6,6,0.00000,0.00000,0.00000,0.00000
10,10,0.10000,0.31623,0.00333,0.01054
15,15,0.90000,0.73786,0.03047,0.02503
21,21,1.50000,1.58114,0.05094,0.05358
28,28,3.30000,2.21359,0.11188,0.07490
36,36,4.90000,3.21282,0.16627,0.10964
45,45,7.30000,3.33500,0.24720,0.11319
55,55,9.50000,3.40751,0.32123,0.11473
66,66,12.30000,2.31181,0.41585,0.07852
79,79,15.20000,2.09762,0.51416,0.07505
94,94,18.40000,1.95505,0.62164,0.06463
111,111,20.90000,1.72884,0.70602,0.05522
130,130,22.90000,2.46982,0.77338,0.07979
151,151,24.80000,1.98886,0.83765,0.06179
175,175,26.00000,1.63299,0.87812,0.04636
202,202,27.50000,1.58114,0.92893,0.04712
232,232,28.40000,1.26491,0.95952,0.03824
265,262,29.00000,1.24722,0.97952,0.02901
302,292,29.30000,0.67495,0.99000,0.01610
343,322,29.40000,0.69921,0.99333,0.01405
389,352,29.40000,0.69921,0.99333,0.01405
440,382,29.50000,0.70711,0.99667,0.01054
497,412,29.50000,0.70711,0.99667,0.01054
560,442,29.50000,0.70711,0.99667,0.01054
630,472,29.50000,0.70711,0.99667,0.01054
707,502,29.50000,0.70711,0.99667,0.01054
792,532,29.50000,0.70711,0.99667,0.01054
886,562,29.50000,0.70711,0.99667,0.01054
990,592,29.50000,0.70711,0.99667,0.01054
1105,622,29.50000,0.70711,0.99667,0.01054
1232,652,29.50000,0.70711,0.99667,0.01054
1372,682,29.60000,0.69921,1.00000,0.00000
1526,712,29.60000,0.69921,1.00000,0.00000
1696,742,29.60000,0.69921,1.00000,0.00000
1883,772,29.60000,0.69921,1.00000,0.00000
2089,802,29.60000,0.69921,1.00000,0.00000
2316,832,29.60000,0.69921,1.00000,0.00000
2566,862,29.60000,0.69921,1.00000,0.00000
2841,892,29.60000,0.69921,1.00000,0.00000
3144,922,29.60000,0.69921,1.00000,0.00000
3478,952,29.60000,0.69921,1.00000,0.00000
3846,982,29.60000,0.69921,1.00000,0.00000
4251,1012,29.60000,0.69921,1.00000,0.00000
4697,1042,29.60000,0.69921,1.00000,0.00000
5188,1072,29.60000,0.69921,1.00000,0.00000
5729,1102,29.60000,0.69921,1.00000,0.00000
6325,1132,29.60000,0.69921,1.00000,0.00000
6981,1162,29.60000,0.69921,1.00000,0.00000
7703,1192,29.60000,0.69921,1.00000,0.00000
8498,1222,29.60000,0.69921,1.00000,0.00000
9373,1252,29.60000,0.69921,1.00000,0.00000
10336,1282,29.60000,0.69921,1.00000,0.00000
11396,1312,29.60000,0.69921,1.00000,0.00000
12562,1342,29.60000,0.69921,1.00000,0.00000
13845,1372,29.60000,0.69921,1.00000,0.00000
15257,1402,29.60000,0.69921,1.00000,0.00000
16811,1432,29.60000,0.69921,1.00000,0.00000
18521,1462,29.60000,0.69921,1.00000,0.00000
20402,1492,29.60000,0.69921,1.00000,0.00000
22472,1522,29.60000,0.69921,1.00000,0.00000
24749,1552,29.60000,0.69921,1.00000,0.00000
27254,1582,29.60000,0.69921,1.00000,0.00000
30010,1612,29.60000,0.69921,1.00000,0.00000
33042,1642,29.60000,0.69921,1.00000,0.00000
36378,1672,29.60000,0.69921,1.00000,0.00000
40048,1702,29.60000,0.69921,1.00000,0.00000
44085,1732,29.60000,0.69921,1.00000,0.00000
48526,1762,29.60000,0.69921,1.00000,0.00000
53412,1792,29.60000,0.69921,1.00000,0.00000
58787,1822,29.60000,0.69921,1.00000,0.00000
64700,1852,29.60000,0.69921,1.00000,0.00000
71205,1882,29.60000,0.69921,1.00000,0.00000
78361,1912,29.60000,0.69921,1.00000,0.00000
86233,1942,29.60000,0.69921,1.00000,0.00000
94893,1972,29.60000,0.69921,1.00000,0.00000
104419,2002,29.60000,0.69921,1.00000,0.00000
114898,2032,29.60000,0.69921,1.00000,0.00000
126425,2062,29.60000,0.69921,1.00000,0.00000
