positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
0,6,6,0.00000
0,10,10,0.00000
1,15,15,0.00543
1,21,21,0.00543
2,28,28,0.01087
3,36,36,0.01630
3,45,45,0.01630
3,55,55,0.01630
3,66,66,0.01630
5,79,79,0.02717
6,94,94,0.03261
7,111,111,0.03804
9,130,130,0.04891
12,151,151,0.06522
20,175,175,0.10870
40,202,202,0.21739
59,232,232,0.32065
75,265,262,0.40761
90,302,292,0.48913
100,343,322,0.54348
111,389,352,0.60326
117,440,382,0.63587
130,497,412,0.70652
140,560,442,0.76087
147,630,472,0.79891
150,707,502,0.81522
154,792,532,0.83696
158,886,562,0.85870
162,990,592,0.88043
165,1105,622,0.89674
167,1232,652,0.90761
173,1372,682,0.94022
177,1526,712,0.96196
177,1696,742,0.96196
177,1883,772,0.96196
177,2089,802,0.96196
179,2316,832,0.97283
182,2566,862,0.98913
182,2841,892,0.98913
183,3144,922,0.99457
183,3478,952,0.99457
183,3846,982,0.99457
183,4251,1012,0.99457
183,4697,1042,0.99457
183,5188,1072,0.99457
183,5729,1102,0.99457
183,6325,1132,0.99457
183,6981,1162,0.99457
183,7703,1192,0.99457
184,8498,1222,1.00000
184,9373,1252,1.00000
184,10336,1282,1.00000
184,11396,1312,1.00000
184,12562,1342,1.00000
184,13845,1372,1.00000
184,15257,1402,1.00000
184,16811,1432,1.00000
184,18521,1462,1.00000
184,20402,1492,1.00000
184,22472,1522,1.00000
184,24749,1552,1.00000
184,27254,1582,1.00000
184,30010,1612,1.00000
184,33042,1642,1.00000
184,36378,1672,1.00000
184,40048,1702,1.00000
184,44085,1732,1.00000
184,48526,1762,1.00000
184,53412,1792,1.00000
184,58787,1822,1.00000
184,64700,1852,1.00000
184,71205,1882,1.00000
184,78361,1912,1.00000
184,86233,1942,1.00000
184,94893,1972,1.00000
184,104419,2002,1.00000
184,114898,2032,1.00000
184,126425,2062,1.00000
