positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
0,6,6,0.00000
1,10,10,0.00532
2,15,15,0.01064
3,21,21,0.01596
3,28,28,0.01596
3,36,36,0.01596
3,45,45,0.01596
4,55,55,0.02128
6,66,66,0.03191
7,79,79,0.03723
8,94,94,0.04255
8,111,111,0.04255
8,130,130,0.04255
9,151,151,0.04787
13,175,175,0.06915
21,202,202,0.11170
36,232,232,0.19149
53,265,262,0.28191
70,302,292,0.37234
89,343,322,0.47340
97,389,352,0.51596
106,440,382,0.56383
119,497,412,0.63298
131,560,442,0.69681
140,630,472,0.74468
147,707,502,0.78191
152,792,532,0.80851
158,886,562,0.84043
166,990,592,0.88298
170,1105,622,0.90426
173,1232,652,0.92021
176,1372,682,0.93617
177,1526,712,0.94149
179,1696,742,0.95213
182,1883,772,0.96809
184,2089,802,0.97872
184,2316,832,0.97872
186,2566,862,0.98936
186,2841,892,0.98936
186,3144,922,0.98936
186,3478,952,0.98936
187,3846,982,0.99468
188,4251,1012,1.00000
188,4697,1042,1.00000
188,5188,1072,1.00000
188,5729,1102,1.00000
188,6325,1132,1.00000
188,6981,1162,1.00000
188,7703,1192,1.00000
188,8498,1222,1.00000
188,9373,1252,1.00000
188,10336,1282,1.00000
188,11396,1312,1.00000
188,12562,1342,1.00000
188,13845,1372,1.00000
188,15257,1402,1.00000
188,16811,1432,1.00000
188,18521,1462,1.00000
188,20402,1492,1.00000
188,22472,1522,1.00000
188,24749,1552,1.00000
188,27254,1582,1.00000
188,30010,1612,1.00000
188,33042,1642,1.00000
188,36378,1672,1.00000
188,40048,1702,1.00000
188,44085,1732,1.00000
188,48526,1762,1.00000
188,53412,1792,1.00000
188,58787,1822,1.00000
188,64700,1852,1.00000
188,71205,1882,1.00000
188,78361,1912,1.00000
188,86233,1942,1.00000
188,94893,1972,1.00000
188,104419,2002,1.00000
188,114898,2032,1.00000
188,126425,2062,1.00000
