positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
0,6,6,0.00000
0,10,10,0.00000
0,15,15,0.00000
0,21,21,0.00000
0,28,28,0.00000
1,36,36,0.00602
1,45,45,0.00602
1,55,55,0.00602
1,66,66,0.00602
2,79,79,0.01205
4,94,94,0.02410
5,111,111,0.03012
5,130,130,0.03012
6,151,151,0.03614
10,175,175,0.06024
13,202,202,0.07831
20,232,232,0.12048
27,265,262,0.16265
37,302,292,0.22289
45,343,322,0.27108
63,389,352,0.37952
77,440,382,0.46386
95,497,412,0.57229
113,560,442,0.68072
122,630,472,0.73494
132,707,502,0.79518
139,792,532,0.83735
145,886,562,0.87349
147,990,592,0.88554
154,1105,622,0.92771
156,1232,652,0.93976
157,1372,682,0.94578
158,1526,712,0.95181
160,1696,742,0.96386
164,1883,772,0.98795
165,2089,802,0.99398
165,2316,832,0.99398
166,2566,862,1.00000
166,2841,892,1.00000
166,3144,922,1.00000
166,3478,952,1.00000
166,3846,982,1.00000
166,4251,1012,1.00000
166,4697,1042,1.00000
166,5188,1072,1.00000
166,5729,1102,1.00000
166,6325,1132,1.00000
166,6981,1162,1.00000
166,7703,1192,1.00000
166,8498,1222,1.00000
166,9373,1252,1.00000
166,10336,1282,1.00000
166,11396,1312,1.00000
166,12562,1342,1.00000
166,13845,1372,1.00000
166,15257,1402,1.00000
166,16811,1432,1.00000
166,18521,1462,1.00000
166,20402,1492,1.00000
166,22472,1522,1.00000
166,24749,1552,1.00000
166,27254,1582,1.00000
166,30010,1612,1.00000
166,33042,1642,1.00000
166,36378,1672,1.00000
166,40048,1702,1.00000
166,44085,1732,1.00000
166,48526,1762,1.00000
166,53412,1792,1.00000
166,58787,1822,1.00000
166,64700,1852,1.00000
166,71205,1882,1.00000
166,78361,1912,1.00000
166,86233,1942,1.00000
166,94893,1972,1.00000
166,104419,2002,1.00000
166,114898,2032,1.00000
166,126425,2062,1.00000
