all_docs,limited_docs,positives_mean,positives_stdev,recall_mean,recall_stdev
1,1,0.00000,0.00000,0.00000,0.00000
3,3,0.50000,0.52705,0.00513,0.00541
6,6,2.20000,0.91894,0.02259,0.00930
10,10,4.90000,1.10050,0.05035,0.01101
15,15,7.10000,1.66333,0.07296,0.01699
21,21,10.40000,1.42984,0.10700,0.01557
28,28,13.50000,2.27303,0.13890,0.02427
36,36,17.30000,1.94651,0.17809,0.02227
45,45,22.10000,2.51440,0.22747,0.02821
55,55,27.00000,1.69967,0.27784,0.02149
66,66,32.00000,2.94392,0.32946,0.03547
79,79,37.20000,3.42540,0.38282,0.03944
94,94,44.00000,3.12694,0.45269,0.03714
111,111,51.00000,3.12694,0.52459,0.03718
130,130,58.10000,3.21282,0.59768,0.04020
151,151,64.80000,3.08401,0.66649,0.03839
175,175,70.70000,1.76698,0.72708,0.02715
202,202,75.00000,1.49071,0.77134,0.02717
232,232,79.20000,1.75119,0.81423,0.01825
265,262,82.70000,1.94651,0.85015,0.01723
302,292,85.70000,1.63639,0.88109,0.01891
343,322,87.10000,2.55821,0.89527,0.01828
389,352,88.60000,2.22111,0.91078,0.01817
440,382,90.50000,2.54951,0.93026,0.01953
497,412,91.30000,2.49666,0.93846,0.01741
560,442,93.10000,2.37814,0.95696,0.01518
630,472,94.00000,2.66667,0.96607,0.00963
707,502,94.50000,2.46080,0.97126,0.00925
792,532,95.00000,2.53859,0.97639,0.00962
886,562,95.30000,2.45176,0.97951,0.01084
990,592,95.40000,2.31900,0.98056,0.01013
1105,622,95.70000,2.58414,0.98360,0.01199
1232,652,96.00000,2.35702,0.98672,0.00955
1372,682,96.40000,2.50333,0.99079,0.00895
1526,712,96.60000,2.41293,0.99285,0.00683
1696,742,96.80000,2.39444,0.99492,0.00714
1883,772,97.00000,2.35702,0.99698,0.00677
2089,802,97.20000,2.44040,0.99900,0.00316
2316,832,97.20000,2.44040,0.99900,0.00316
2566,862,97.20000,2.44040,0.99900,0.00316
2841,892,97.20000,2.44040,0.99900,0.00316
3144,922,97.20000,2.44040,0.99900,0.00316
3478,952,97.20000,2.44040,0.99900,0.00316
3846,982,97.20000,2.44040,0.99900,0.00316
4251,1012,97.20000,2.44040,0.99900,0.00316
4697,1042,97.30000,2.54078,1.00000,0.00000
5188,1072,97.30000,2.54078,1.00000,0.00000
5729,1102,97.30000,2.54078,1.00000,0.00000
6325,1132,97.30000,2.54078,1.00000,0.00000
6981,1162,97.30000,2.54078,1.00000,0.00000
7703,1192,97.30000,2.54078,1.00000,0.00000
8498,1222,97.30000,2.54078,1.00000,0.00000
9373,1252,97.30000,2.54078,1.00000,0.00000
10336,1282,97.30000,2.54078,1.00000,0.00000
11396,1312,97.30000,2.54078,1.00000,0.00000
12562,1342,97.30000,2.54078,1.00000,0.00000
13845,1372,97.30000,2.54078,1.00000,0.00000
15257,1402,97.30000,2.54078,1.00000,0.00000
16811,1432,97.30000,2.54078,1.00000,0.00000
18521,1462,97.30000,2.54078,1.00000,0.00000
20402,1492,97.30000,2.54078,1.00000,0.00000
22472,1522,97.30000,2.54078,1.00000,0.00000
24749,1552,97.30000,2.54078,1.00000,0.00000
27254,1582,97.30000,2.54078,1.00000,0.00000
30010,1612,97.30000,2.54078,1.00000,0.00000
33042,1642,97.30000,2.54078,1.00000,0.00000
36378,1672,97.30000,2.54078,1.00000,0.00000
40048,1702,97.30000,2.54078,1.00000,0.00000
44085,1732,97.30000,2.54078,1.00000,0.00000
48526,1762,97.30000,2.54078,1.00000,0.00000
53412,1792,97.30000,2.54078,1.00000,0.00000
58787,1822,97.30000,2.54078,1.00000,0.00000
64700,1852,97.30000,2.54078,1.00000,0.00000
71205,1882,97.30000,2.54078,1.00000,0.00000
78361,1912,97.30000,2.54078,1.00000,0.00000
86233,1942,97.30000,2.54078,1.00000,0.00000
94893,1972,97.30000,2.54078,1.00000,0.00000
104419,2002,97.30000,2.54078,1.00000,0.00000
114898,2032,97.30000,2.54078,1.00000,0.00000
126425,2062,97.30000,2.54078,1.00000,0.00000
