positives,all_docs,limited_docs,recall
0,1,1,0.00000
1,3,3,0.01010
3,6,6,0.03030
5,10,10,0.05051
7,15,15,0.07071
9,21,21,0.09091
14,28,28,0.14141
16,36,36,0.16162
21,45,45,0.21212
26,55,55,0.26263
31,66,66,0.31313
34,79,79,0.34343
42,94,94,0.42424
48,111,111,0.48485
58,130,130,0.58586
64,151,151,0.64646
71,175,175,0.71717
74,202,202,0.74747
80,232,232,0.80808
81,265,262,0.81818
85,302,292,0.85859
88,343,322,0.88889
88,389,352,0.88889
91,440,382,0.91919
91,497,412,0.91919
94,560,442,0.94949
97,630,472,0.97980
97,707,502,0.97980
97,792,532,0.97980
97,886,562,0.97980
97,990,592,0.97980
99,1105,622,1.00000
99,1232,652,1.00000
99,1372,682,1.00000
99,1526,712,1.00000
99,1696,742,1.00000
99,1883,772,1.00000
99,2089,802,1.00000
99,2316,832,1.00000
99,2566,862,1.00000
99,2841,892,1.00000
99,3144,922,1.00000
99,3478,952,1.00000
99,3846,982,1.00000
99,4251,1012,1.00000
99,4697,1042,1.00000
99,5188,1072,1.00000
99,5729,1102,1.00000
99,6325,1132,1.00000
99,6981,1162,1.00000
99,7703,1192,1.00000
99,8498,1222,1.00000
99,9373,1252,1.00000
99,10336,1282,1.00000
99,11396,1312,1.00000
99,12562,1342,1.00000
99,13845,1372,1.00000
99,15257,1402,1.00000
99,16811,1432,1.00000
99,18521,1462,1.00000
99,20402,1492,1.00000
99,22472,1522,1.00000
99,24749,1552,1.00000
99,27254,1582,1.00000
99,30010,1612,1.00000
99,33042,1642,1.00000
99,36378,1672,1.00000
99,40048,1702,1.00000
99,44085,1732,1.00000
99,48526,1762,1.00000
99,53412,1792,1.00000
99,58787,1822,1.00000
99,64700,1852,1.00000
99,71205,1882,1.00000
99,78361,1912,1.00000
99,86233,1942,1.00000
99,94893,1972,1.00000
99,104419,2002,1.00000
99,114898,2032,1.00000
99,126425,2062,1.00000
