positives,all_docs,limited_docs,recall
1,1,1,0.00375
2,3,3,0.00749
3,6,6,0.01124
4,10,10,0.01498
4,15,15,0.01498
6,21,21,0.02247
7,28,28,0.02622
8,36,36,0.02996
9,45,45,0.03371
11,55,55,0.04120
12,66,66,0.04494
14,79,79,0.05243
20,94,94,0.07491
26,111,111,0.09738
34,130,130,0.12734
49,151,151,0.18352
57,175,175,0.21348
70,202,202,0.26217
85,232,232,0.31835
97,265,262,0.36330
109,302,292,0.40824
126,343,322,0.47191
138,389,352,0.51685
152,440,382,0.56929
162,497,412,0.60674
171,560,442,0.64045
184,630,472,0.68914
195,707,502,0.73034
208,792,532,0.77903
216,886,562,0.80899
225,990,592,0.84270
234,1105,622,0.87640
240,1232,652,0.89888
244,1372,682,0.91386
247,1526,712,0.92509
251,1696,742,0.94007
253,1883,772,0.94757
255,2089,802,0.95506
259,2316,832,0.97004
259,2566,862,0.97004
261,2841,892,0.97753
264,3144,922,0.98876
264,3478,952,0.98876
267,3846,982,1.00000
267,4251,1012,1.00000
267,4697,1042,1.00000
267,5188,1072,1.00000
267,5729,1102,1.00000
267,6325,1132,1.00000
267,6981,1162,1.00000
267,7703,1192,1.00000
267,8498,1222,1.00000
267,9373,1252,1.00000
267,10336,1282,1.00000
267,11396,1312,1.00000
267,12562,1342,1.00000
267,13845,1372,1.00000
267,15257,1402,1.00000
267,16811,1432,1.00000
267,18521,1462,1.00000
267,20402,1492,1.00000
267,22472,1522,1.00000
267,24749,1552,1.00000
267,27254,1582,1.00000
267,30010,1612,1.00000
267,33042,1642,1.00000
267,36378,1672,1.00000
267,40048,1702,1.00000
267,44085,1732,1.00000
267,48526,1762,1.00000
267,53412,1792,1.00000
267,58787,1822,1.00000
267,64700,1852,1.00000
267,71205,1882,1.00000
267,78361,1912,1.00000
267,86233,1942,1.00000
267,94893,1972,1.00000
267,104419,2002,1.00000
267,114898,2032,1.00000
267,126425,2062,1.00000
