positives,all_docs,limited_docs,recall
0,1,1,0.00000
1,3,3,0.00385
2,6,6,0.00769
2,10,10,0.00769
2,15,15,0.00769
2,21,21,0.00769
3,28,28,0.01154
4,36,36,0.01538
7,45,45,0.02692
7,55,55,0.02692
9,66,66,0.03462
12,79,79,0.04615
19,94,94,0.07308
28,111,111,0.10769
37,130,130,0.14231
41,151,151,0.15769
50,175,175,0.19231
63,202,202,0.24231
80,232,232,0.30769
94,265,262,0.36154
110,302,292,0.42308
128,343,322,0.49231
142,389,352,0.54615
151,440,382,0.58077
160,497,412,0.61538
172,560,442,0.66154
183,630,472,0.70385
192,707,502,0.73846
196,792,532,0.75385
202,886,562,0.77692
213,990,592,0.81923
222,1105,622,0.85385
232,1232,652,0.89231
242,1372,682,0.93077
245,1526,712,0.94231
247,1696,742,0.95000
252,1883,772,0.96923
253,2089,802,0.97308
254,2316,832,0.97692
254,2566,862,0.97692
255,2841,892,0.98077
258,3144,922,0.99231
258,3478,952,0.99231
258,3846,982,0.99231
258,4251,1012,0.99231
258,4697,1042,0.99231
258,5188,1072,0.99231
258,5729,1102,0.99231
258,6325,1132,0.99231
259,6981,1162,0.99615
259,7703,1192,0.99615
259,8498,1222,0.99615
259,9373,1252,0.99615
259,10336,1282,0.99615
259,11396,1312,0.99615
259,12562,1342,0.99615
259,13845,1372,0.99615
259,15257,1402,0.99615
259,16811,1432,0.99615
259,18521,1462,0.99615
259,20402,1492,0.99615
259,22472,1522,0.99615
259,24749,1552,0.99615
259,27254,1582,0.99615
259,30010,1612,0.99615
259,33042,1642,0.99615
259,36378,1672,0.99615
259,40048,1702,0.99615
259,44085,1732,0.99615
259,48526,1762,0.99615
259,53412,1792,0.99615
259,58787,1822,0.99615
259,64700,1852,0.99615
259,71205,1882,0.99615
259,78361,1912,0.99615
259,86233,1942,0.99615
259,94893,1972,0.99615
260,104419,2002,1.00000
260,114898,2032,1.00000
260,126425,2062,1.00000
