positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
0,6,6,0.00000
1,10,10,0.00422
1,15,15,0.00422
1,21,21,0.00422
3,28,28,0.01266
5,36,36,0.02110
6,45,45,0.02532
8,55,55,0.03376
10,66,66,0.04219
12,79,79,0.05063
16,94,94,0.06751
20,111,111,0.08439
26,130,130,0.10970
37,151,151,0.15612
48,175,175,0.20253
58,202,202,0.24473
66,232,232,0.27848
84,265,262,0.35443
101,302,292,0.42616
116,343,322,0.48945
131,389,352,0.55274
142,440,382,0.59916
156,497,412,0.65823
165,560,442,0.69620
172,630,472,0.72574
179,707,502,0.75527
185,792,532,0.78059
193,886,562,0.81435
196,990,592,0.82700
202,1105,622,0.85232
206,1232,652,0.86920
211,1372,682,0.89030
215,1526,712,0.90717
219,1696,742,0.92405
220,1883,772,0.92827
223,2089,802,0.94093
226,2316,832,0.95359
226,2566,862,0.95359
229,2841,892,0.96624
230,3144,922,0.97046
231,3478,952,0.97468
231,3846,982,0.97468
231,4251,1012,0.97468
234,4697,1042,0.98734
234,5188,1072,0.98734
234,5729,1102,0.98734
234,6325,1132,0.98734
234,6981,1162,0.98734
234,7703,1192,0.98734
234,8498,1222,0.98734
234,9373,1252,0.98734
236,10336,1282,0.99578
237,11396,1312,1.00000
237,12562,1342,1.00000
237,13845,1372,1.00000
237,15257,1402,1.00000
237,16811,1432,1.00000
237,18521,1462,1.00000
237,20402,1492,1.00000
237,22472,1522,1.00000
237,24749,1552,1.00000
237,27254,1582,1.00000
237,30010,1612,1.00000
237,33042,1642,1.00000
237,36378,1672,1.00000
237,40048,1702,1.00000
237,44085,1732,1.00000
237,48526,1762,1.00000
237,53412,1792,1.00000
237,58787,1822,1.00000
237,64700,1852,1.00000
237,71205,1882,1.00000
237,78361,1912,1.00000
237,86233,1942,1.00000
237,94893,1972,1.00000
237,104419,2002,1.00000
237,114898,2032,1.00000
237,126425,2062,1.00000
