positives,all_docs,limited_docs,recall
0,1,1,0.00000
1,3,3,0.00373
1,6,6,0.00373
2,10,10,0.00746
3,15,15,0.01119
4,21,21,0.01493
4,28,28,0.01493
8,36,36,0.02985
10,45,45,0.03731
13,55,55,0.04851
16,66,66,0.05970
22,79,79,0.08209
31,94,94,0.11567
40,111,111,0.14925
50,130,130,0.18657
59,151,151,0.22015
68,175,175,0.25373
84,202,202,0.31343
101,232,232,0.37687
114,265,262,0.42537
125,302,292,0.46642
138,343,322,0.51493
150,389,352,0.55970
163,440,382,0.60821
172,497,412,0.64179
186,560,442,0.69403
194,630,472,0.72388
206,707,502,0.76866
210,792,532,0.78358
216,886,562,0.80597
228,990,592,0.85075
236,1105,622,0.88060
245,1232,652,0.91418
247,1372,682,0.92164
253,1526,712,0.94403
255,1696,742,0.95149
255,1883,772,0.95149
257,2089,802,0.95896
259,2316,832,0.96642
261,2566,862,0.97388
263,2841,892,0.98134
264,3144,922,0.98507
264,3478,952,0.98507
265,3846,982,0.98881
267,4251,1012,0.99627
267,4697,1042,0.99627
267,5188,1072,0.99627
267,5729,1102,0.99627
267,6325,1132,0.99627
267,6981,1162,0.99627
267,7703,1192,0.99627
267,8498,1222,0.99627
267,9373,1252,0.99627
267,10336,1282,0.99627
267,11396,1312,0.99627
267,12562,1342,0.99627
268,13845,1372,1.00000
268,15257,1402,1.00000
268,16811,1432,1.00000
268,18521,1462,1.00000
268,20402,1492,1.00000
268,22472,1522,1.00000
268,24749,1552,1.00000
268,27254,1582,1.00000
268,30010,1612,1.00000
268,33042,1642,1.00000
268,36378,1672,1.00000
268,40048,1702,1.00000
268,44085,1732,1.00000
268,48526,1762,1.00000
268,53412,1792,1.00000
268,58787,1822,1.00000
268,64700,1852,1.00000
268,71205,1882,1.00000
268,78361,1912,1.00000
268,86233,1942,1.00000
268,94893,1972,1.00000
268,104419,2002,1.00000
268,114898,2032,1.00000
268,126425,2062,1.00000
