positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
0,6,6,0.00000
0,10,10,0.00000
0,15,15,0.00000
2,21,21,0.00772
3,28,28,0.01158
5,36,36,0.01931
7,45,45,0.02703
9,55,55,0.03475
11,66,66,0.04247
13,79,79,0.05019
18,94,94,0.06950
25,111,111,0.09653
36,130,130,0.13900
48,151,151,0.18533
59,175,175,0.22780
72,202,202,0.27799
86,232,232,0.33205
103,265,262,0.39768
117,302,292,0.45174
129,343,322,0.49807
140,389,352,0.54054
153,440,382,0.59073
164,497,412,0.63320
176,560,442,0.67954
186,630,472,0.71815
192,707,502,0.74131
200,792,532,0.77220
205,886,562,0.79151
214,990,592,0.82625
221,1105,622,0.85328
228,1232,652,0.88031
238,1372,682,0.91892
241,1526,712,0.93050
242,1696,742,0.93436
243,1883,772,0.93822
244,2089,802,0.94208
247,2316,832,0.95367
251,2566,862,0.96911
255,2841,892,0.98456
256,3144,922,0.98842
258,3478,952,0.99614
259,3846,982,1.00000
259,4251,1012,1.00000
259,4697,1042,1.00000
259,5188,1072,1.00000
259,5729,1102,1.00000
259,6325,1132,1.00000
259,6981,1162,1.00000
259,7703,1192,1.00000
259,8498,1222,1.00000
259,9373,1252,1.00000
259,10336,1282,1.00000
259,11396,1312,1.00000
259,12562,1342,1.00000
259,13845,1372,1.00000
259,15257,1402,1.00000
259,16811,1432,1.00000
259,18521,1462,1.00000
259,20402,1492,1.00000
259,22472,1522,1.00000
259,24749,1552,1.00000
259,27254,1582,1.00000
259,30010,1612,1.00000
259,33042,1642,1.00000
259,36378,1672,1.00000
259,40048,1702,1.00000
259,44085,1732,1.00000
259,48526,1762,1.00000
259,53412,1792,1.00000
259,58787,1822,1.00000
259,64700,1852,1.00000
259,71205,1882,1.00000
259,78361,1912,1.00000
259,86233,1942,1.00000
259,94893,1972,1.00000
259,104419,2002,1.00000
259,114898,2032,1.00000
259,126425,2062,1.00000
