positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
2,6,6,0.00778
2,10,10,0.00778
2,15,15,0.00778
3,21,21,0.01167
5,28,28,0.01946
8,36,36,0.03113
10,45,45,0.03891
13,55,55,0.05058
18,66,66,0.07004
26,79,79,0.10117
36,94,94,0.14008
43,111,111,0.16732
52,130,130,0.20233
60,151,151,0.23346
71,175,175,0.27626
86,202,202,0.33463
102,232,232,0.39689
117,265,262,0.45525
132,302,292,0.51362
145,343,322,0.56420
151,389,352,0.58755
161,440,382,0.62646
169,497,412,0.65759
178,560,442,0.69261
188,630,472,0.73152
193,707,502,0.75097
201,792,532,0.78210
207,886,562,0.80545
213,990,592,0.82879
220,1105,622,0.85603
225,1232,652,0.87549
233,1372,682,0.90661
237,1526,712,0.92218
240,1696,742,0.93385
240,1883,772,0.93385
243,2089,802,0.94553
248,2316,832,0.96498
248,2566,862,0.96498
252,2841,892,0.98054
252,3144,922,0.98054
253,3478,952,0.98444
254,3846,982,0.98833
254,4251,1012,0.98833
256,4697,1042,0.99611
257,5188,1072,1.00000
257,5729,1102,1.00000
257,6325,1132,1.00000
257,6981,1162,1.00000
257,7703,1192,1.00000
257,8498,1222,1.00000
257,9373,1252,1.00000
257,10336,1282,1.00000
257,11396,1312,1.00000
257,12562,1342,1.00000
257,13845,1372,1.00000
257,15257,1402,1.00000
257,16811,1432,1.00000
257,18521,1462,1.00000
257,20402,1492,1.00000
257,22472,1522,1.00000
257,24749,1552,1.00000
257,27254,1582,1.00000
257,30010,1612,1.00000
257,33042,1642,1.00000
257,36378,1672,1.00000
257,40048,1702,1.00000
257,44085,1732,1.00000
257,48526,1762,1.00000
257,53412,1792,1.00000
257,58787,1822,1.00000
257,64700,1852,1.00000
257,71205,1882,1.00000
257,78361,1912,1.00000
257,86233,1942,1.00000
257,94893,1972,1.00000
257,104419,2002,1.00000
257,114898,2032,1.00000
257,126425,2062,1.00000
