positives,all_docs,limited_docs,recall
0,1,1,0.00000
1,3,3,0.03125
1,6,6,0.03125
2,10,10,0.06250
2,15,15,0.06250
2,21,21,0.06250
3,28,28,0.09375
4,36,36,0.12500
4,45,45,0.12500
5,55,55,0.15625
7,66,66,0.21875
11,79,79,0.34375
12,94,94,0.37500
16,111,111,0.50000
18,130,130,0.56250
21,151,151,0.65625
24,175,175,0.75000
28,202,202,0.87500
29,232,232,0.90625
30,265,262,0.93750
30,302,292,0.93750
30,343,322,0.93750
30,389,352,0.93750
30,440,382,0.93750
31,497,412,0.96875
31,560,442,0.96875
31,630,472,0.96875
31,707,502,0.96875
31,792,532,0.96875
31,886,562,0.96875
31,990,592,0.96875
31,1105,622,0.96875
31,1232,652,0.96875
31,1372,682,0.96875
31,1526,712,0.96875
31,1696,742,0.96875
32,1883,772,1.00000
32,2089,802,1.00000
32,2316,832,1.00000
32,2566,862,1.00000
32,2841,892,1.00000
32,3144,922,1.00000
32,3478,952,1.00000
32,3846,982,1.00000
32,4251,1012,1.00000
32,4697,1042,1.00000
32,5188,1072,1.00000
32,5729,1102,1.00000
32,6325,1132,1.00000
32,6981,1162,1.00000
32,7703,1192,1.00000
32,8498,1222,1.00000
32,9373,1252,1.00000
32,10336,1282,1.00000
32,11396,1312,1.00000
32,12562,1342,1.00000
32,13845,1372,1.00000
32,15257,1402,1.00000
32,16811,1432,1.00000
32,18521,1462,1.00000
32,20402,1492,1.00000
32,22472,1522,1.00000
32,24749,1552,1.00000
32,27254,1582,1.00000
32,30010,1612,1.00000
32,33042,1642,1.00000
32,36378,1672,1.00000
32,40048,1702,1.00000
32,44085,1732,1.00000
32,48526,1762,1.00000
32,53412,1792,1.00000
32,58787,1822,1.00000
32,64700,1852,1.00000
32,71205,1882,1.00000
32,78361,1912,1.00000
32,86233,1942,1.00000
32,94893,1972,1.00000
32,104419,2002,1.00000
32,114898,2032,1.00000
32,126425,2062,1.00000
